,deaths,count,tested,percentage,deaths_per_million,count_per_million,deaths_7day,count_7day,tested_7day,percentage_7day,deaths_per_million_7day,count_per_million_7day,deaths_14day,count_14day,tested_14day,percentage_14day,deaths_per_million_14day,count_per_million_14day,population
region,Illinois,Illinois,Illinois,Illinois,Illinois,Illinois,Illinois,Illinois,Illinois,Illinois,Illinois,Illinois,Illinois,Illinois,Illinois,Illinois,Illinois,Illinois,Illinois
date,,,,,,,,,,,,,,,,,,,
2020-05-18,57.0,2294.0,21297.0,0.10771470160116449,4.523809523809524,182.06349206349208,110.71428571428571,2496.8571428571427,22973.714285714286,0.10868321560043775,8.786848072562357,198.1632653061224,112.28571428571429,2331.785714285714,19292.428571428572,0.12086532836716105,8.91156462585034,185.06235827664398,12600000.0
2020-05-19,145.0,1545.0,18443.0,0.08377162066908854,11.507936507936508,122.61904761904762,111.14285714285714,2144.1428571428573,21427.571428571428,0.1000646696845853,8.820861678004535,170.1700680272109,110.07142857142857,2290.5714285714284,19671.285714285714,0.11644238520250691,8.735827664399093,181.79138321995464,12600000.0
2020-05-20,146.0,2388.0,21029.0,0.11355746825811974,11.587301587301587,189.52380952380952,104.71428571428571,2245.714285714286,21907.714285714286,0.10250792284518173,8.31065759637188,178.2312925170068,110.78571428571429,2299.0,20103.785714285714,0.11435657107936316,8.792517006802722,182.46031746031747,12600000.0
2020-05-21,82.0,2268.0,29307.0,0.07738765482649196,6.507936507936508,180.0,97.0,2107.0,22854.714285714286,0.09219104529856297,7.698412698412699,167.22222222222223,106.85714285714286,2272.3571428571427,20926.928571428572,0.10858531557084684,8.480725623582767,180.3458049886621,12600000.0
2020-05-22,108.0,2758.0,25113.0,0.1098235973400231,8.571428571428571,218.88888888888889,93.85714285714286,2153.5714285714284,22647.285714285714,0.09509181169613513,7.448979591836736,170.91836734693877,105.28571428571429,2263.1428571428573,21244.214285714286,0.10652984510068288,8.356009070294785,179.61451247165536,12600000.0
2020-05-23,75.0,2352.0,25114.0,0.09365294258182687,5.9523809523809526,186.66666666666666,94.42857142857143,2191.285714285714,22942.571428571428,0.09551177474190214,7.494331065759638,173.91156462585033,102.92857142857143,2265.0714285714284,21851.14285714286,0.10365917441389139,8.168934240362812,179.7675736961451,12600000.0
2020-05-24,63.0,2508.0,25674.0,0.09768637532133675,5.0,199.04761904761904,96.57142857142857,2301.8571428571427,23711.0,0.09707971586424624,7.6643990929705215,182.68707482993193,103.35714285714286,2325.9285714285716,22709.785714285714,0.10241966175688895,8.202947845804989,184.59750566893428,12600000.0
2020-05-25,31.0,1713.0,21643.0,0.07914799242249226,2.4603174603174605,135.95238095238096,92.85714285714286,2218.8571428571427,23760.428571428572,0.0933845589605767,7.369614512471656,176.09977324263036,101.78571428571429,2357.8571428571427,23367.071428571428,0.10090511984202434,8.078231292517009,187.1315192743764,12600000.0
2020-05-26,39.0,1178.0,17230.0,0.06836912362159026,3.0952380952380953,93.4920634920635,77.71428571428571,2166.4285714285716,23587.14285714286,0.09184785900308885,6.167800453514738,171.9387755102041,94.42857142857143,2155.285714285714,22507.35714285714,0.09575916446368331,7.494331065759638,171.05442176870747,12600000.0
2020-05-27,159.0,1111.0,17179.0,0.06467198323534548,12.619047619047619,88.17460317460318,79.57142857142857,1984.0,23037.14285714286,0.08612179089668857,6.315192743764172,157.46031746031747,92.14285714285714,2114.8571428571427,22472.428571428572,0.09410897162872599,7.312925170068026,167.8458049886621,12600000.0
