date,region,cliAdmissions,testPositivity,positiveTests,totalTests,surge,icu
2020-10-10T00:00:00,8,17.0,6.4,338,5418,,
2020-10-10T00:00:00,9,10.0,6.2,208,2958,,
2020-10-10T00:00:00,10,32.0,5.6,598,10493,,
2020-10-10T00:00:00,11,28.0,4.7,752,14131,,
2020-10-10T00:00:00,14,0.0,6.2,239,2959,,
2020-10-11T00:00:00,1,9.0,10.1,260,2146,,
2020-10-11T00:00:00,2,12.0,5.6,241,3901,,
2020-10-11T00:00:00,3,8.0,6.1,155,1772,,
2020-10-11T00:00:00,4,5.0,6.8,159,2137,,
2020-10-11T00:00:00,5,9.0,7.7,60,990,,
2020-10-11T00:00:00,6,13.0,2.2,251,6981,,
2020-10-11T00:00:00,7,13.0,6.3,187,2432,,
2020-10-11T00:00:00,8,17.0,6.7,342,4315,,
2020-10-11T00:00:00,9,11.0,6.2,162,2749,,
2020-10-11T00:00:00,10,34.0,5.9,623,8414,,
2020-10-11T00:00:00,11,30.0,4.9,665,10882,,
2020-10-11T00:00:00,14,0.0,6.6,223,2601,,
2020-10-12T00:00:00,1,10.0,10.3,267,2439,,
2020-10-12T00:00:00,2,12.0,5.6,220,3195,,
2020-10-12T00:00:00,3,8.0,6.4,107,1353,,
2020-10-12T00:00:00,4,5.0,6.9,134,1889,,
2020-10-12T00:00:00,5,9.0,7.5,50,691,,
2020-10-12T00:00:00,6,14.0,2.2,194,8272,,
2020-10-12T00:00:00,7,14.0,6.6,163,2165,,
2020-10-12T00:00:00,8,17.0,7.0,353,3937,,
2020-10-12T00:00:00,9,11.0,6.3,251,3662,,
2020-10-12T00:00:00,10,33.0,6.2,759,9151,,
2020-10-12T00:00:00,11,29.0,5.2,766,10556,,
2020-10-12T00:00:00,14,0.0,6.6,159,2653,,
2020-10-13T00:00:00,1,11.0,10.6,371,2674,,
2020-10-13T00:00:00,2,11.0,6.0,324,4817,,
2020-10-13T00:00:00,3,8.0,6.7,139,2209,,
2020-10-13T00:00:00,4,5.0,7.0,83,1586,,
2020-10-13T00:00:00,5,9.0,7.8,94,1104,,
2020-10-13T00:00:00,6,14.0,2.4,312,11789,,
2020-10-13T00:00:00,7,15.0,6.8,147,2088,,
2020-10-13T00:00:00,8,18.0,7.4,406,3842,,
2020-10-13T00:00:00,9,10.0,6.6,241,2834,,
2020-10-13T00:00:00,10,31.0,6.3,588,8015,,
2020-10-13T00:00:00,11,28.0,5.4,557,8382,,
2020-10-13T00:00:00,14,0.0,7.4,266,2247,,
2020-10-14T00:00:00,1,12.0,11.0,398,3458,,
2020-10-14T00:00:00,2,13.0,6.4,395,5700,,
2020-10-14T00:00:00,3,9.0,6.9,216,3278,,
2020-10-14T00:00:00,4,4.0,7.0,195,2203,,
2020-10-14T00:00:00,5,7.0,8.5,244,2211,,
2020-10-14T00:00:00,6,15.0,2.6,346,11411,,
2020-10-14T00:00:00,7,15.0,7.3,209,2377,,
2020-10-14T00:00:00,8,19.0,7.9,339,3842,,
2020-10-14T00:00:00,9,10.0,6.8,259,3531,,
2020-10-14T00:00:00,10,32.0,6.5,627,9626,,
2020-10-14T00:00:00,11,28.0,5.7,492,8709,,
2020-10-14T00:00:00,14,0.0,7.6,313,3851,,
2020-10-15T00:00:00,1,12.0,11.1,360,3516,,
2020-10-15T00:00:00,2,14.0,6.7,435,6115,,
2020-10-15T00:00:00,3,11.0,7.0,213,3568,,
2020-10-15T00:00:00,4,5.0,7.2,247,3205,,
2020-10-15T00:00:00,5,7.0,9.1,180,2066,,
2020-10-15T00:00:00,6,15.0,2.5,339,17513,,
2020-10-15T00:00:00,7,14.0,8.2,401,4022,,
2020-10-15T00:00:00,8,20.0,8.4,653,7060,,
2020-10-15T00:00:00,9,11.0,7.0,315,4390,,
2020-10-15T00:00:00,10,34.0,6.8,1016,14637,,
2020-10-15T00:00:00,11,30.0,6.0,937,14610,,
2020-10-15T00:00:00,14,0.0,7.6,293,4869,,
2020-10-16T00:00:00,1,12.0,11.1,371,3499,,
2020-10-16T00:00:00,2,14.0,6.9,442,6197,,
2020-10-16T00:00:00,3,11.0,7.3,193,2104,,
2020-10-16T00:00:00,4,5.0,7.0,171,2795,,
2020-10-16T00:00:00,5,6.0,9.1,104,1296,,
2020-10-16T00:00:00,6,16.0,2.5,288,11284,,
2020-10-16T00:00:00,7,16.0,8.3,231,2882,,
2020-10-16T00:00:00,8,20.0,8.5,500,6119,,
2020-10-16T00:00:00,9,12.0,7.3,333,3952,,
2020-10-16T00:00:00,10,34.0,6.8,944,15041,,
2020-10-16T00:00:00,11,29.0,6.2,903,14578,,
2020-10-16T00:00:00,14,0.0,7.6,262,3780,,
2020-10-17T00:00:00,1,12.0,11.8,653,4891,,
2020-10-17T00:00:00,2,14.0,6.9,426,5897,,
2020-10-17T00:00:00,3,11.0,7.5,233,2403,,
2020-10-17T00:00:00,4,5.0,7.4,207,2309,,
2020-10-17T00:00:00,5,6.0,8.7,150,1749,,
2020-10-17T00:00:00,6,16.0,2.6,314,10558,,
2020-10-17T00:00:00,7,17.0,8.6,386,3986,,
2020-10-17T00:00:00,8,21.0,9.0,709,7503,,
2020-10-17T00:00:00,9,12.0,7.5,437,5500,,
2020-10-17T00:00:00,10,33.0,7.1,1087,14725,,
2020-10-17T00:00:00,11,30.0,6.7,1370,16706,,
2020-10-17T00:00:00,14,0.0,7.6,293,3828,,
2020-10-18T00:00:00,1,12.0,11.6,260,2602,,
2020-10-18T00:00:00,2,14.0,7.1,240,3151,,
2020-10-18T00:00:00,3,12.0,7.4,163,2091,,
2020-10-18T00:00:00,4,4.0,7.6,187,2105,,
2020-10-18T00:00:00,5,6.0,8.9,50,646,,
2020-10-18T00:00:00,6,17.0,2.5,201,7451,,
2020-10-18T00:00:00,7,17.0,8.7,194,2285,,
2020-10-18T00:00:00,8,21.0,9.2,405,4366,,
2020-10-18T00:00:00,9,13.0,7.7,217,2758,,
2020-10-18T00:00:00,10,36.0,7.2,743,8791,,
2020-10-18T00:00:00,11,33.0,7.0,883,11169,,
2020-10-18T00:00:00,14,0.0,7.5,191,2550,,
2020-10-19T00:00:00,1,12.0,11.9,364,2651,,
2020-10-19T00:00:00,2,14.0,7.1,331,4794,,
2020-10-19T00:00:00,3,12.0,7.2,128,2077,,
2020-10-19T00:00:00,4,4.0,7.8,137,1432,,
2020-10-19T00:00:00,5,6.0,9.1,105,1161,,
2020-10-19T00:00:00,6,18.0,2.6,189,7556,,
2020-10-19T00:00:00,7,16.0,9.1,298,2946,,
2020-10-19T00:00:00,8,22.0,9.4,520,4821,,
2020-10-19T00:00:00,9,12.0,7.8,239,3253,,
2020-10-19T00:00:00,10,38.0,7.2,809,9523,,
2020-10-19T00:00:00,11,32.0,7.0,795,10455,,
2020-10-19T00:00:00,14,0.0,7.5,165,2751,,
2020-10-20T00:00:00,1,13.0,11.7,305,2457,,
2020-10-20T00:00:00,2,15.0,7.0,409,6427,,
2020-10-20T00:00:00,3,12.0,7.2,203,3262,,
2020-10-20T00:00:00,4,5.0,8.1,169,2111,,
2020-10-20T00:00:00,5,8.0,8.7,108,1652,,
2020-10-20T00:00:00,6,19.0,2.6,405,14503,,
2020-10-20T00:00:00,7,16.0,9.2,267,3113,,
2020-10-20T00:00:00,8,23.0,9.4,490,4825,,
2020-10-20T00:00:00,9,12.0,7.7,295,3834,,
2020-10-20T00:00:00,10,42.0,7.3,849,10442,,
2020-10-20T00:00:00,11,36.0,7.0,679,9773,,
2020-10-20T00:00:00,14,0.0,7.3,373,4361,,
2020-10-21T00:00:00,1,14.0,12.2,553,3911,,
2020-10-21T00:00:00,2,14.0,7.0,404,5998,,
2020-10-21T00:00:00,3,13.0,7.3,246,3351,,
2020-10-21T00:00:00,4,6.0,8.2,289,3206,,
2020-10-21T00:00:00,5,8.0,8.3,190,2146,,
2020-10-21T00:00:00,6,17.0,2.5,320,14713,,
2020-10-21T00:00:00,7,16.0,9.3,387,3984,,
2020-10-21T00:00:00,8,24.0,9.3,542,6207,,
2020-10-21T00:00:00,9,13.0,7.8,334,4297,,
2020-10-21T00:00:00,10,47.0,7.5,1040,13171,,
2020-10-21T00:00:00,11,40.0,7.3,1123,14137,,
2020-10-21T00:00:00,14,0.0,7.3,272,3200,,
2020-10-22T00:00:00,1,14.0,12.7,465,3467,,
2020-10-22T00:00:00,2,14.0,7.0,500,6696,,
2020-10-22T00:00:00,3,12.0,7.5,191,2925,,
2020-10-22T00:00:00,4,5.0,8.2,182,2471,,
2020-10-22T00:00:00,5,9.0,8.7,214,1992,,
2020-10-22T00:00:00,6,19.0,2.6,346,12688,,
2020-10-22T00:00:00,7,18.0,9.3,309,3187,,
2020-10-22T00:00:00,8,25.0,9.2,608,7007,,
2020-10-22T00:00:00,9,13.0,7.9,324,3950,,
2020-10-22T00:00:00,10,49.0,7.7,945,11895,,
2020-10-22T00:00:00,11,41.0,7.5,1203,15414,,
2020-10-22T00:00:00,14,0.0,7.6,297,3908,,
2020-10-23T00:00:00,1,15.0,12.8,459,4000,,
2020-10-23T00:00:00,2,14.0,7.2,546,6757,,
2020-10-23T00:00:00,3,11.0,7.8,274,2414,,
2020-10-23T00:00:00,4,5.0,8.4,186,2429,,
2020-10-23T00:00:00,5,10.0,8.8,141,1526,,
2020-10-23T00:00:00,6,19.0,2.7,361,12529,,
2020-10-23T00:00:00,7,16.0,9.3,358,4029,,
2020-10-23T00:00:00,8,27.0,9.5,706,7316,,
2020-10-23T00:00:00,9,13.0,8.1,388,3950,,
2020-10-23T00:00:00,10,50.0,7.7,969,15414,,
2020-10-23T00:00:00,11,41.0,7.7,987,14053,,
2020-10-23T00:00:00,14,0.0,7.8,320,3774,,
2020-10-24T00:00:00,1,14.0,12.5,456,3823,,
2020-10-24T00:00:00,2,16.0,7.5,455,4548,,
2020-10-24T00:00:00,3,11.0,8.0,261,2231,,
2020-10-24T00:00:00,4,5.0,8.3,224,2754,,
2020-10-24T00:00:00,5,10.0,9.0,148,1473,,
2020-10-24T00:00:00,6,20.0,2.7,351,12104,,
2020-10-24T00:00:00,7,16.0,9.6,333,2894,,
2020-10-24T00:00:00,8,31.0,9.5,585,6088,,
2020-10-24T00:00:00,9,15.0,8.4,444,4762,,
2020-10-24T00:00:00,10,54.0,8.0,1237,13528,,
2020-10-24T00:00:00,11,43.0,7.8,1274,14344,,
2020-10-24T00:00:00,14,0.0,7.9,302,3798,,
2020-10-25T00:00:00,1,15.0,13.0,375,2670,,
2020-10-25T00:00:00,2,18.0,7.7,479,5222,,
2020-10-25T00:00:00,3,10.0,8.1,194,2179,,
2020-10-25T00:00:00,4,5.0,8.5,222,2156,,
2020-10-25T00:00:00,5,9.0,9.0,54,688,,
2020-10-25T00:00:00,6,20.0,2.8,261,6838,,
2020-10-25T00:00:00,7,18.0,9.8,308,2962,,
2020-10-25T00:00:00,8,33.0,9.6,543,5438,,
2020-10-25T00:00:00,9,16.0,8.4,290,3509,,
2020-10-25T00:00:00,10,55.0,8.0,957,10640,,
2020-10-25T00:00:00,11,45.0,8.1,1304,12893,,
2020-10-25T00:00:00,14,0.0,8.1,236,2474,,
2020-10-26T00:00:00,1,14.0,12.9,332,2482,,
2020-10-26T00:00:00,2,18.0,7.9,424,4878,,
2020-10-26T00:00:00,3,11.0,8.8,238,1881,,
2020-10-26T00:00:00,4,5.0,8.5,127,1305,,
2020-10-26T00:00:00,5,9.0,9.1,110,1148,,
2020-10-26T00:00:00,6,18.0,2.9,325,8621,,
2020-10-26T00:00:00,7,20.0,10.1,328,2476,,
2020-10-26T00:00:00,8,35.0,9.6,523,4648,,
2020-10-26T00:00:00,9,17.0,8.7,406,4140,,
2020-10-26T00:00:00,10,59.0,8.3,1022,9741,,
2020-10-26T00:00:00,11,47.0,8.2,1010,11295,,
2020-10-26T00:00:00,14,0.0,8.4,279,3195,,
2020-10-27T00:00:00,1,14.0,13.2,467,3108,,
2020-10-27T00:00:00,2,18.0,8.5,587,5828,,
2020-10-27T00:00:00,3,11.0,9.2,263,3172,,
2020-10-27T00:00:00,4,5.0,8.7,154,1546,,
2020-10-27T00:00:00,5,10.0,9.7,185,1760,,
2020-10-27T00:00:00,6,20.0,2.9,443,15832,,
2020-10-27T00:00:00,7,21.0,10.5,366,3316,,
2020-10-27T00:00:00,8,36.0,9.8,663,6006,,
2020-10-27T00:00:00,9,19.0,9.1,421,3984,,
2020-10-27T00:00:00,10,59.0,8.6,1161,10541,,
2020-10-27T00:00:00,11,51.0,8.4,868,10261,,
2020-10-27T00:00:00,14,0.0,8.6,327,3211,,
2020-10-28T00:00:00,1,15.0,13.6,688,4231,,
2020-10-28T00:00:00,2,20.0,8.9,635,6986,,
2020-10-28T00:00:00,3,11.0,10.0,402,3453,,
2020-10-28T00:00:00,4,6.0,8.7,296,3389,,
2020-10-28T00:00:00,5,10.0,10.1,258,2382,,
2020-10-28T00:00:00,6,20.0,3.1,466,12677,,
2020-10-28T00:00:00,7,22.0,10.8,499,4236,,
2020-10-28T00:00:00,8,38.0,10.2,778,6648,,
2020-10-28T00:00:00,9,20.0,9.6,523,4942,,
2020-10-28T00:00:00,10,62.0,9.1,1437,13554,,
2020-10-28T00:00:00,11,54.0,8.6,1097,11722,,
2020-10-28T00:00:00,14,0.0,9.0,419,3893,,
2020-10-29T00:00:00,1,16.0,13.5,553,4276,,
2020-10-29T00:00:00,2,21.0,9.3,760,7482,,
2020-10-29T00:00:00,3,10.0,10.5,397,3954,,
2020-10-29T00:00:00,4,6.0,9.1,243,2338,,
2020-10-29T00:00:00,5,10.0,9.6,135,1736,,
2020-10-29T00:00:00,6,19.0,3.3,519,14668,,
2020-10-29T00:00:00,7,23.0,11.4,548,4202,,
2020-10-29T00:00:00,8,39.0,10.6,841,7627,,
2020-10-29T00:00:00,9,21.0,9.7,424,4482,,
2020-10-29T00:00:00,10,66.0,9.3,1440,15115,,
2020-10-29T00:00:00,11,56.0,9.0,1808,18339,,
2020-10-29T00:00:00,14,0.0,9.3,460,4723,,
2020-10-30T00:00:00,1,16.0,14.6,831,4785,,
2020-10-30T00:00:00,2,21.0,9.7,687,6467,,
2020-10-30T00:00:00,3,11.0,10.6,396,3394,,
2020-10-30T00:00:00,4,6.0,9.7,330,2982,,
2020-10-30T00:00:00,5,9.0,10.0,230,2044,,
2020-10-30T00:00:00,6,19.0,3.3,397,13228,,
2020-10-30T00:00:00,7,23.0,12.4,618,4075,,
2020-10-30T00:00:00,8,40.0,11.1,991,8077,,
2020-10-30T00:00:00,9,22.0,10.2,790,6440,,
2020-10-30T00:00:00,10,65.0,10.1,1861,17071,,
2020-10-30T00:00:00,11,60.0,9.7,1993,17412,,
2020-10-30T00:00:00,14,0.0,9.5,356,3644,,
2020-10-31T00:00:00,1,20.0,15.3,693,4205,,
2020-10-31T00:00:00,2,21.0,9.9,638,5779,,
2020-10-31T00:00:00,3,12.0,10.5,291,2695,,
2020-10-31T00:00:00,4,7.0,10.2,271,2422,,
2020-10-31T00:00:00,5,10.0,9.9,142,1526,,
2020-10-31T00:00:00,6,21.0,3.6,434,7569,,
2020-10-31T00:00:00,7,25.0,12.6,498,3851,,
2020-10-31T00:00:00,8,40.0,11.6,917,6947,,
2020-10-31T00:00:00,9,23.0,10.5,602,5476,,
2020-10-31T00:00:00,10,67.0,10.5,1811,15800,,
2020-10-31T00:00:00,11,65.0,10.2,2279,19521,,
2020-10-31T00:00:00,14,0.0,9.9,384,3633,,
2020-11-01T00:00:00,1,21.0,15.7,543,3051,,
2020-11-01T00:00:00,2,24.0,10.1,646,5819,,
2020-11-01T00:00:00,3,12.0,11.1,365,2619,,
2020-11-01T00:00:00,4,7.0,10.1,228,2350,,
2020-11-01T00:00:00,5,10.0,10.0,127,1248,,
2020-11-01T00:00:00,6,20.0,3.4,295,10949,,
2020-11-01T00:00:00,7,25.0,13.3,545,3355,,
2020-11-01T00:00:00,8,42.0,12.1,848,6028,,
2020-11-01T00:00:00,9,25.0,11.1,427,2999,,
2020-11-01T00:00:00,10,69.0,10.9,1470,11361,,
2020-11-01T00:00:00,11,67.0,10.4,1848,15902,,
2020-11-01T00:00:00,14,0.0,10.0,273,2786,,
2020-11-02T00:00:00,1,23.0,15.8,633,4268,,
2020-11-02T00:00:00,2,25.0,10.4,622,5496,,
2020-11-02T00:00:00,3,13.0,11.0,376,3384,,
2020-11-02T00:00:00,4,7.0,10.7,295,2023,,
2020-11-02T00:00:00,5,11.0,10.3,177,1429,,
2020-11-02T00:00:00,6,22.0,3.5,409,8710,,
2020-11-02T00:00:00,7,26.0,13.4,552,4007,,
2020-11-02T00:00:00,8,45.0,12.2,917,7506,,
2020-11-02T00:00:00,9,28.0,11.2,613,5657,,
2020-11-02T00:00:00,10,77.0,11.1,1635,13575,,
2020-11-02T00:00:00,11,72.0,10.8,1759,14985,,
2020-11-02T00:00:00,14,0.0,10.0,366,3917,,
2020-11-03T00:00:00,1,24.0,15.8,469,3055,,
2020-11-03T00:00:00,2,27.0,10.7,795,6680,,
2020-11-03T00:00:00,3,14.0,11.4,254,2191,,
2020-11-03T00:00:00,4,8.0,10.7,196,1946,,
2020-11-03T00:00:00,5,11.0,10.6,133,1024,,
2020-11-03T00:00:00,6,22.0,3.5,410,14903,,
2020-11-03T00:00:00,7,26.0,14.2,576,3228,,
2020-11-03T00:00:00,8,46.0,12.7,940,6067,,
2020-11-03T00:00:00,9,31.0,11.6,648,4798,,
2020-11-03T00:00:00,10,81.0,11.3,1445,11965,,
2020-11-03T00:00:00,11,73.0,11.0,1220,11229,,
2020-11-03T00:00:00,14,0.0,10.2,311,2680,,
2020-11-04T00:00:00,1,25.0,16.1,797,4349,,
2020-11-04T00:00:00,2,25.0,11.6,1162,7961,,
2020-11-04T00:00:00,3,15.0,11.9,638,4630,,
2020-11-04T00:00:00,4,7.0,11.3,372,3049,,
2020-11-04T00:00:00,5,11.0,10.6,260,2347,,
2020-11-04T00:00:00,6,23.0,3.7,508,11099,,
2020-11-04T00:00:00,7,27.0,14.8,623,3957,,
2020-11-04T00:00:00,8,46.0,12.9,849,6736,,
2020-11-04T00:00:00,9,32.0,11.8,718,5850,,
2020-11-04T00:00:00,10,84.0,11.6,1843,14481,,
2020-11-04T00:00:00,11,73.0,11.4,1857,14510,,
2020-11-04T00:00:00,14,0.0,10.2,442,4022,,
2020-11-05T00:00:00,1,26.0,16.8,730,4167,,
2020-11-05T00:00:00,2,26.0,12.5,1459,10062,,
2020-11-05T00:00:00,3,19.0,13.3,816,4745,,
2020-11-05T00:00:00,4,7.0,12.0,506,3534,,
2020-11-05T00:00:00,5,11.0,11.2,320,2795,,
2020-11-05T00:00:00,6,25.0,3.8,757,17245,,
2020-11-05T00:00:00,7,30.0,15.4,755,4561,,
2020-11-05T00:00:00,8,52.0,13.3,1047,7626,,
2020-11-05T00:00:00,9,34.0,12.5,824,5663,,
2020-11-05T00:00:00,10,87.0,12.1,1932,15237,,
2020-11-05T00:00:00,11,79.0,11.9,2108,16065,,
2020-11-05T00:00:00,14,0.0,10.8,650,4995,,
