,deaths,deaths,deaths,deaths,deaths,deaths,deaths,deaths,deaths,deaths,deaths,deaths,count,count,count,count,count,count,count,count,count,count,count,count,tested,tested,tested,tested,tested,tested,tested,tested,tested,tested,tested,tested,percentage,percentage,percentage,percentage,percentage,percentage,percentage,percentage,percentage,percentage,percentage,percentage,deaths_per_million,deaths_per_million,deaths_per_million,deaths_per_million,deaths_per_million,deaths_per_million,deaths_per_million,deaths_per_million,deaths_per_million,deaths_per_million,deaths_per_million,deaths_per_million,deaths_7day,deaths_7day,deaths_7day,deaths_7day,deaths_7day,deaths_7day,deaths_7day,deaths_7day,deaths_7day,deaths_7day,deaths_7day,deaths_7day,count_7day,count_7day,count_7day,count_7day,count_7day,count_7day,count_7day,count_7day,count_7day,count_7day,count_7day,count_7day,tested_7day,tested_7day,tested_7day,tested_7day,tested_7day,tested_7day,tested_7day,tested_7day,tested_7day,tested_7day,tested_7day,tested_7day,percentage_7day,percentage_7day,percentage_7day,percentage_7day,percentage_7day,percentage_7day,percentage_7day,percentage_7day,percentage_7day,percentage_7day,percentage_7day,percentage_7day,deaths_per_million_7day,deaths_per_million_7day,deaths_per_million_7day,deaths_per_million_7day,deaths_per_million_7day,deaths_per_million_7day,deaths_per_million_7day,deaths_per_million_7day,deaths_per_million_7day,deaths_per_million_7day,deaths_per_million_7day,deaths_per_million_7day,deaths_14day,deaths_14day,deaths_14day,deaths_14day,deaths_14day,deaths_14day,deaths_14day,deaths_14day,deaths_14day,deaths_14day,deaths_14day,deaths_14day,count_14day,count_14day,count_14day,count_14day,count_14day,count_14day,count_14day,count_14day,count_14day,count_14day,count_14day,count_14day,tested_14day,tested_14day,tested_14day,tested_14day,tested_14day,tested_14day,tested_14day,tested_14day,tested_14day,tested_14day,tested_14day,tested_14day,percentage_14day,percentage_14day,percentage_14day,percentage_14day,percentage_14day,percentage_14day,percentage_14day,percentage_14day,percentage_14day,percentage_14day,percentage_14day,percentage_14day,deaths_per_million_14day,deaths_per_million_14day,deaths_per_million_14day,deaths_per_million_14day,deaths_per_million_14day,deaths_per_million_14day,deaths_per_million_14day,deaths_per_million_14day,deaths_per_million_14day,deaths_per_million_14day,deaths_per_million_14day,deaths_per_million_14day,population,population,population,population,population,population,population,population,population,population,population,population
2020-05-23,1894,49,4790,153,85,317,81,299,33,1351,491,35,41402,1185,107796,2013,3145,8825,2439,5795,688,29015,12375,689,208218,24088,722247,15866,29537,45805,39875,40695,11807,162795,72763,25965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-05-24,1940,52,4853,155,86,317,82,299,33,1362,491,35,42372,1226,110304,2052,3264,9014,2475,5908,705,29638,12705,691,215700,24963,747921,16356,30966,47525,41094,41847,12033,168522,75331,26338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-05-25,1955,52,4884,157,87,317,85,300,35,1369,491,35,42967,1236,112017,2086,3308,9150,2500,5987,718,30130,12968,693,222059,25663,769564,16684,31616,49028,42120,42905,12286,174292,77651,26649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-05-26,1980,53,4923,160,87,318,87,300,35,1374,493,35,43372,1243,113195,2114,3367,9219,2526,6040,717,30447,13156,697,226289,26340,786794,17035,32317,49854,43438,43668,12491,178036,80126,27268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-05-27,2021,56,5082,163,88,339,93,307,36,1434,508,36,43778,1255,114306,2142,3387,9320,2539,6087,737,30743,13297,706,230460,26848,803973,17255,32955,50702,44706,44445,12796,182412,81764,28042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-05-28,2049,57,5184,167,92,350,94,312,38,1469,517,38,44170,1279,115833,2165,3543,9421,2572,6192,762,31136,13543,718,236051,27799,829966,17681,34081,52264,46118,45670,13420,186753,84088,29107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-05-29,2075,58,5270,170,95,358,96,313,38,1495,532,39,44666,1310,117455,2228,3637,9577,2633,6313,789,31600,13731,727,240720,29068,851762,18348,35019,53837,47442,47155,13859,191469,86538,30051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-05-30,2098,59,5330,172,96,360,100,318,38,1505,544,39,45085,1320,118917,2273,3721,9777,2670,6410,815,32034,13879,735,246908,30275,877105,19093,36003,56305,49416,48430,14345,196511,89204,30486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-05-31,2122,59,5389,176,97,363,101,321,40,1519,551,39,45527,1337,120260,2298,3799,9897,2720,6476,818,32398,14045,742,252594,31225,898259,19939,36777,57582,50994,49466,14901,201335,90945,30998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-06-01,2132,59,5412,176,97,364,101,325,40,1526,552,39,45837,1343,121234,2327,3861,9993,2739,6528,826,32658,14169,742,257538,32372,918273,20310,37532,59154,52137,50629,15143,205718,92993,31607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-06-02,2145,59,5524,180,99,380,104,330,40,1580,566,40,46733,1352,122848,2351,3907,10056,2808,6579,828,32940,14285,747,261485,33020,934704,20462,38291,60235,53472,51338,15463,209388,94683,32060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-06-03,2183,60,5620,187,104,393,105,333,42,1597,575,40,46977,1365,123830,2397,3967,10139,2855,6663,854,33227,14409,752,269409,33907,959175,21080,39489,61574,55187,52663,15815,213866,96780,32976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-06-04,2218,62,5736,190,111,408,108,337,44,1628,589,40,47251,1381,124759,2430,4036,10244,2887,6717,866,33462,14520,762,273504,34918,982016,21884,40520,63454,57391,54317,16409,218736,99076,34258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-06-05,2240,63,5792,191,116,412,109,338,44,1639,599,40,47551,1402,125915,2480,4129,10324,2931,6788,875,33793,14669,767,277514,35637,1000919,22748,41324,64617,58866,55463,17031,222040,101003,35332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-06-06,2251,65,5861,192,121,425,110,339,45,1660,610,42,47904,1406,126890,2529,4188,10397,2960,6857,886,34020,14780,771,281986,36598,1022074,23775,42307,65895,60029,57420,17422,227213,103282,35818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-06-07,2268,65,5901,193,121,427,110,342,45,1673,614,42,48175,1414,127757,2553,4239,10492,2977,6891,891,34252,14898,775,286959,37818,1042774,24328,43263,67696,61530,58751,17812,231879,105518,36332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-06-08,2283,65,5923,194,122,427,110,342,45,1676,616,42,48363,1425,128415,2566,4277,10541,3011,6921,891,34456,15007,776,290635,39154,1058873,24807,43838,68988,62416,59348,18242,235563,107244,37039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-06-09,2305,65,6017,198,127,440,115,350,45,1704,625,42,48603,1431,129212,2595,4307,10613,3023,6980,898,34668,15112,788,295205,39799,1079182,25089,44537,70359,63572,60767,18616,240364,109676,38045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-06-10,2314,65,6094,206,131,446,118,351,46,1739,635,42,48742,1443,129837,2623,4342,10662,3058,7058,904,34843,15203,791,299198,41046,1100002,25617,45333,71999,65512,62150,18843,244959,111736,38953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-06-11,2350,66,6183,209,135,451,121,354,47,1759,648,42,48939,1448,130603,2659,4378,10722,3097,7102,905,35039,15303,845,303886,41815,1122327,26474,46205,73953,67285,63343,19582,249144,113987,40650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-06-12,2369,66,6260,209,139,457,123,356,49,1793,655,43,49101,1472,131198,2691,4407,10790,3140,7145,910,35148,15385,855,309341,43038,1147101,27398,47150,75941,69196,64835,20052,254346,116368,42493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-06-13,2372,66,6289,214,141,459,125,359,50,1801,658,43,49285,1481,131871,2754,4446,10862,3189,7177,921,35296,15444,852,314295,44050,1168945,28025,48245,77293,71203,65984,20465,258613,118527,43691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-06-14,2384,66,6307,214,141,459,125,360,50,1804,660,43,49449,1502,132543,2793,4507,10925,3213,7213,928,35457,15530,858,319779,45433,1190985,29176,49157,78783,72978,67076,21072,263298,120618,44321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-06-15,2399,66,6326,214,141,460,125,360,50,1807,660,43,49603,1504,133016,2832,4523,10965,3226,7229,934,35581,15593,867,324443,46337,1209612,30180,49693,80295,74374,67934,21565,267653,122419,44928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-06-16,2427,66,6398,220,141,472,125,361,52,1826,664,43,49776,1515,133639,2867,4557,10997,3245,7287,941,35762,15662,870,328930,47060,1228341,30441,50242,81419,75348,69166,21852,271477,124479,45715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-06-17,2441,68,6482,225,144,477,128,368,56,1861,670,44,49929,1542,134185,2905,4588,11026,3266,7331,946,35929,15748,873,334873,48325,1258328,31654,51539,83305,77630,71162,22520,277647,127650,46504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-06-18,2459,68,6536,226,146,481,129,370,56,1874,683,44,50084,1560,134778,2949,4619,11091,3304,7377,954,36095,15807,888,339743,50064,1283832,32795,52308,84864,80302,72439,23295,282263,130450,48339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-06-19,2481,69,6580,226,147,484,130,370,57,1882,689,45,50277,1570,135470,2986,4665,11133,3329,7414,967,36274,15883,919,344851,52652,1311003,34116,53270,86580,82259,74343,24020,286765,132748,50648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-06-20,2491,69,6624,228,148,489,131,371,57,1898,697,45,50425,1579,136104,3028,4701,11177,3348,7460,975,36460,15977,919,349958,54804,1336968,35994,53950,88051,84300,75935,24672,291787,135387,52073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
