,deaths,deaths,deaths,deaths,deaths,deaths,deaths,deaths,deaths,deaths,deaths,deaths,count,count,count,count,count,count,count,count,count,count,count,count,tested,tested,tested,tested,tested,tested,tested,tested,tested,tested,tested,tested,percentage,percentage,percentage,percentage,percentage,percentage,percentage,percentage,percentage,percentage,percentage,percentage,deaths_per_million,deaths_per_million,deaths_per_million,deaths_per_million,deaths_per_million,deaths_per_million,deaths_per_million,deaths_per_million,deaths_per_million,deaths_per_million,deaths_per_million,deaths_per_million,deaths_7day,deaths_7day,deaths_7day,deaths_7day,deaths_7day,deaths_7day,deaths_7day,deaths_7day,deaths_7day,deaths_7day,deaths_7day,deaths_7day,count_7day,count_7day,count_7day,count_7day,count_7day,count_7day,count_7day,count_7day,count_7day,count_7day,count_7day,count_7day,tested_7day,tested_7day,tested_7day,tested_7day,tested_7day,tested_7day,tested_7day,tested_7day,tested_7day,tested_7day,tested_7day,tested_7day,percentage_7day,percentage_7day,percentage_7day,percentage_7day,percentage_7day,percentage_7day,percentage_7day,percentage_7day,percentage_7day,percentage_7day,percentage_7day,percentage_7day,deaths_per_million_7day,deaths_per_million_7day,deaths_per_million_7day,deaths_per_million_7day,deaths_per_million_7day,deaths_per_million_7day,deaths_per_million_7day,deaths_per_million_7day,deaths_per_million_7day,deaths_per_million_7day,deaths_per_million_7day,deaths_per_million_7day,deaths_14day,deaths_14day,deaths_14day,deaths_14day,deaths_14day,deaths_14day,deaths_14day,deaths_14day,deaths_14day,deaths_14day,deaths_14day,deaths_14day,count_14day,count_14day,count_14day,count_14day,count_14day,count_14day,count_14day,count_14day,count_14day,count_14day,count_14day,count_14day,tested_14day,tested_14day,tested_14day,tested_14day,tested_14day,tested_14day,tested_14day,tested_14day,tested_14day,tested_14day,tested_14day,tested_14day,percentage_14day,percentage_14day,percentage_14day,percentage_14day,percentage_14day,percentage_14day,percentage_14day,percentage_14day,percentage_14day,percentage_14day,percentage_14day,percentage_14day,deaths_per_million_14day,deaths_per_million_14day,deaths_per_million_14day,deaths_per_million_14day,deaths_per_million_14day,deaths_per_million_14day,deaths_per_million_14day,deaths_per_million_14day,deaths_per_million_14day,deaths_per_million_14day,deaths_per_million_14day,deaths_per_million_14day,population,population,population,population,population,population,population,population,population,population,population,population
2020-07-20,2728,77,7301,259,184,540,152,401,63,2049,787,61,57150,2623,162748,5200,5796,13376,5367,9203,1611,41902,18723,1755,565083,117945,2279109,76578,88886,151238,166054,123806,45930,467104,224002,99815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-07-21,2732,77,7324,260,187,543,152,402,63,2056,791,61,57342,2663,163703,5238,5829,13473,5434,9279,1627,42122,18847,1796,571490,120116,2308854,77112,89556,153629,167750,125193,46339,473209,227201,100893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-07-22,2736,77,7347,261,190,545,153,402,63,2065,793,62,57694,2738,165301,5408,5884,13638,5558,9379,1676,42430,19012,1842,578485,123228,2348487,78813,90872,156397,171704,127149,46828,480009,230978,103042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-07-23,2742,78,7366,261,191,549,153,404,63,2067,796,62,58080,2812,166925,5554,5973,13752,5691,9488,1740,42715,19171,1909,586719,126623,2388193,80852,92261,159155,174973,129256,47738,487043,234059,105485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-07-24,2747,78,7385,261,193,549,153,404,63,2075,800,62,58445,2920,168457,5696,6044,13881,5824,9544,1818,42966,19314,1960,597273,129827,2432523,82739,93972,161948,178794,130879,49162,495002,238077,107744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-07-25,2748,79,7397,262,194,550,153,404,63,2081,800,62,58780,2966,169883,5860,6115,14035,5965,9603,1881,43175,19436,2013,604996,133024,2470723,84604,95025,164411,182505,132318,50440,501815,242127,109325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-07-26,2747,79,7398,263,194,550,153,404,63,2083,800,62,59135,3050,171424,5998,6185,14142,6066,9699,1988,43448,19589,2064,615784,135718,2511567,86505,96347,167148,185940,134475,51883,508746,245974,111334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-07-27,2756,79,7416,263,197,550,154,404,63,2086,802,62,59403,3161,172655,6149,6229,14228,6154,9754,2035,43605,19735,2125,622541,138064,2542134,88870,97402,169094,188855,135710,52496,513664,249026,112859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-07-28,2765,86,7446,264,200,550,154,404,64,2092,803,64,59691,3221,173731,6249,6295,14351,6258,9815,2052,43750,19825,2164,628935,140913,2570465,90207,98421,170740,191157,136962,52812,518226,251955,114355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-07-29,2770,85,7460,264,203,550,156,405,65,2094,803,65,60002,3328,175124,6382,6333,14432,6391,9894,2111,43999,19968,2224,635540,143962,2608652,91752,100503,172487,195009,138787,53421,523546,255448,116249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-07-30,2775,87,7474,265,206,552,156,406,65,2097,800,65,60372,3386,176896,6549,6389,14576,6639,9995,2174,44315,20141,2305,644426,147580,2649786,93961,101872,174633,199041,140605,54272,530546,259135,119013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-07-31,2783,87,7495,266,207,552,157,407,65,2103,803,65,60827,3442,178837,6718,6445,14721,6845,10102,2250,44666,20336,2416,655018,150848,2699568,96514,103593,177553,203969,143020,55177,539218,264019,121414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-08-01,2786,87,7503,267,207,553,157,407,65,2102,807,65,61205,3540,180476,6836,6510,14861,7008,10174,2326,44926,20518,2510,664403,155243,2739377,98055,104501,180276,207326,144627,56281,545511,267260,123846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-08-02,2786,87,7516,268,209,554,158,407,65,2107,808,67,61601,3669,181943,6955,6546,14923,7136,10276,2421,45112,20670,2578,673545,157771,2778322,100202,105819,183032,210621,146457,57457,551952,271933,125663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-08-03,2789,87,7526,268,210,554,161,407,65,2108,808,69,61942,3703,183241,7054,6588,15050,7294,10336,2459,45305,20797,2647,680389,160092,2806797,101687,106575,185309,213761,147518,58109,556326,274852,127021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-08-04,2791,89,7543,268,212,554,165,408,65,2109,811,71,62145,3785,184712,7150,6648,15214,7457,10427,2483,45599,21025,2695,690334,163781,2849395,103143,107890,188459,217444,149378,58905,563613,280100,129096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-08-05,2798,91,7573,271,213,557,167,409,69,2111,816,71,62457,3848,186471,7290,6722,15335,7670,10529,2564,45968,21221,2797,698425,165972,2896063,104813,109470,191513,221759,151786,59742,570948,284277,131023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-08-06,2799,91,7592,273,214,558,168,412,73,2112,821,71,62807,3957,188424,7492,6789,15436,7873,10645,2643,46343,21435,2943,705181,169331,2937749,107215,110944,194178,226755,153532,60998,577781,288380,133840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-08-07,2807,95,7613,274,215,559,171,412,73,2113,822,72,63124,4060,190508,7634,6836,15614,8075,10778,2729,46878,21650,3065,715108,172095,2984618,109036,112313,197241,231383,156034,61903,586304,293734,137323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-08-08,2806,95,7628,277,218,560,175,412,73,2115,825,72,63577,4208,192698,7774,6895,15780,8330,10919,2831,47288,21865,3178,725154,178400,3032634,110976,113571,200243,236224,157984,62687,594693,298122,139728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-08-09,2809,95,7636,277,218,560,175,412,74,2119,825,72,63876,4236,194080,7912,6924,15859,8490,11018,2898,47571,21992,3236,734201,181358,3073988,113172,114964,202858,241012,160094,63858,602294,302372,141623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-08-10,2809,96,7637,277,218,560,175,412,74,2119,825,72,64129,4315,195399,7990,6947,15959,8661,11102,2944,47819,22115,3360,743003,183381,3106341,113727,115734,205369,244393,161535,64677,608551,305877,143226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-08-11,2811,97,7656,277,218,561,177,415,78,2121,827,74,64356,4358,196948,8150,6998,16102,8830,11215,3010,48128,22305,3448,750994,188967,3147703,115454,117051,208111,247628,163483,65728,615630,310134,145254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-08-12,2812,99,7672,280,219,563,180,415,81,2122,827,74,64611,4500,198593,8300,7037,16218,8993,11293,3074,48433,22459,3580,757023,195240,3189801,116803,118361,210596,251603,165600,66619,621218,313339,147316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-08-13,2817,100,7696,282,222,564,185,416,81,2126,828,75,64994,4626,200427,8469,7059,16355,9206,11405,3147,48794,22619,3668,763317,200861,3235807,118748,119444,213100,257036,167800,67534,628180,317863,150627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-08-14,2822,101,7721,288,223,564,186,417,81,2129,830,80,65484,4725,202691,8686,7128,16479,9472,11549,3231,49240,22793,3854,773746,208041,3285348,120629,120953,215366,261996,170150,68667,636188,321922,153407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-08-15,2823,102,7726,288,223,564,188,417,81,2130,830,80,65801,4860,204519,8897,7167,16595,9696,11678,3317,49543,22972,3957,783781,212463,3329762,122410,122023,218069,266225,172242,69586,644789,326198,155850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-08-16,2828,102,7744,288,223,565,190,421,81,2134,830,82,66138,4965,206081,9051,7203,16671,9864,11760,3417,49822,23076,4073,791657,216854,3366851,124491,122965,220517,270313,174071,70833,651277,329540,157433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-08-17,2830,102,7756,288,225,565,195,421,84,2134,830,82,66431,5048,207854,9182,7265,16792,10005,11913,3483,50189,23346,4151,801326,220352,3405097,125785,124504,222906,272890,176021,71932,658791,334055,158953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
