,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease
2021-05-27,58.35856838827358,65.02871125006467,69.55699943901024,26.17797577311184,29.524317793292187,120.68620613968065,29.65098902676999,79.66142573706624,56.272535581751754,116.43950863431945,33.4625185683677,34.40585428222729,65.79023626528894,69.15231159639285,89.63293847519985,43.92023903476899,33.00119971374769,58.5475769089252,57.864469795822316,61.2148338846211,80.31709064512653,46.15781192157003,93.25113139055804,121.61381147868211,15.40821472888046,63.055729533609195,88.4855681642292,33.38045984685163,49.0234910179874,46.85869696890421,58.73712290710801,68.402607665466,80.63892701774682,62.04319928351886,47.240250793242545,53.51750165294407,32.20356465300641,85.59092233584029,67.05431253132396,48.309485594335044,54.210577346694315,49.63791513209485,57.810814271778334,44.01285258970243,51.031878828385516,65.77040087772293,42.35422648247233,40.97164867353534,70.81986763119514,122.19979722645519,47.79542615437363,68.37289540452687,1.0197453288015852,0.0,1.6682688917369837,0.9941003458143737,0.4808638582546975,1.6620710814714499,0.8815158899850538,1.1736489979678266,1.4169343491807993,1.7892281402166081,2.4622601117858016,0.6053816002737938,0.7993953373668158,2.1194383078124965,1.379294744528407,0.9961291327473377,0.6865034115787039,1.2150780570940238,1.6286866166641436,0.7439302729033813,1.1814811804225733,0.9948697675057749,3.1183842066485123,1.7731653412846795,0.912012709809124,1.7690053320613877,0.8019840014884823,0.0738505748824151,1.2986355236552953,0.8405147438368468,1.930025944373757,1.7032521829050302,1.0941808692873394,0.9262211967682289,0.937306563357987,1.5276747446033363,0.18051325478142607,1.8290106078889496,2.2094780963891067,1.297199150218256,0.9439652771812441,0.9156239236216489,0.4844481642886451,1.0877701210382733,1.0789709850759246,0.6683983829036882,0.0,1.372416336286723,1.2006547095090032,1.8333955226408802,1.962851176770991,1.481001344502387
2021-05-28,58.03807699922164,63.857022759072535,68.1438775542448,22.911646065436038,27.796100317760256,118.94971396500898,25.123202864574036,73.64647462248112,53.84350526887038,112.68811580501773,31.161718136043255,42.275815085786604,65.31059906286883,63.42531872209098,85.19797537356234,39.799886712950446,30.353257983372693,57.55632902024324,57.24987107255283,56.326149234113146,67.27353841326132,43.173202619052695,87.08588555080799,116.0156751869119,15.552216735692427,61.42638251723686,85.27763215827528,31.534195474791254,46.890018371982265,44.12702405143446,54.4428151808764,68.3344775781498,77.407788880254,59.94558069083787,44.24086979049699,50.083288827075776,31.373203681011848,83.72804116113859,62.735787161108874,42.53918592612281,47.333116041516675,46.25288123264511,54.742642564616915,40.64494894571855,49.93320061070546,65.4139217401743,34.799148245058355,38.996708092049566,69.76929476037475,112.87339391562983,43.89425944054129,76.02473568445588,0.9032030055099755,0.0,1.530882041829232,0.899424122403481,0.45193971640479097,1.364386708670593,1.0417915063459728,0.88023674847587,1.4169343491807993,1.702759865782348,2.4622601117858016,0.4035877335158626,0.7993953373668158,2.1645327398936134,1.4217345828215884,0.8150147449750946,0.931683201428241,1.2470537954386032,1.6594165528276181,0.6376545196314696,1.1814811804225733,0.8497845930778494,3.2042112949048933,1.3678704061338958,0.8160113719344791,1.7224525601650351,1.069312001984643,0.0738505748824151,1.5769145644385727,1.0506434297960585,1.8496081966915172,1.6351220955888288,1.0794938777532812,0.8036330971959634,0.937306563357987,1.857652489437657,0.2527185566939965,1.761269474263433,2.1983191161043134,1.2077371398583763,0.9439652771812441,0.9433701031253351,1.4533444928659358,1.0040954963430213,1.0691173687738613,0.35647913754863375,0.0,1.0544174290983361,1.1818944796729252,1.5942569762094612,2.0855293753191777,1.481001344502387
2021-05-29,55.44501030598332,64.83342983489933,67.63358354030171,21.538840825978095,26.91752950906935,115.5759577399326,22.2382417700775,68.51176025637189,52.42657091968958,109.56860651965867,31.148263162754816,41.266845751996954,62.512715382084984,59.163894890425425,82.71524483341123,38.21513581994332,28.489891580516208,56.37322670149379,56.81965196626419,52.81904937614007,64.74516868715702,39.15227064205018,80.03375979907537,105.83263994124846,15.312213391005816,60.82119648258428,86.61427216075609,27.915517305552914,45.637762688457535,42.13080153482195,51.7246953092167,64.65545286307496,74.84490885756084,57.09881260077083,42.36625666378101,47.724559021408226,31.192690426230424,79.62970257679481,58.763190179722415,43.12068899346203,46.52400294678989,45.78119618108245,49.57519547887135,38.46940870364201,48.105354786672734,63.14136723830175,34.11232295074798,38.511341338972564,67.0490614341434,108.72832577748525,41.219874712190816,78.98673837346065,0.9032030055099755,0.0,1.5897621203611256,0.662733563876249,0.45193971640479097,1.8109132678718782,1.0417915063459728,0.29341224949195666,1.4169343491807993,1.7559711115880465,2.3680752987666724,0.5044846668948283,0.6395162698934526,2.1419855238530547,1.442954501968179,0.9055719388612161,0.931683201428241,1.279029533783183,1.6594165528276181,0.531378766359558,0.96881456794651,1.0363226744851826,3.1040796919391154,1.3932013395808196,0.7680107029971569,1.7224525601650351,1.3366400024808038,0.0738505748824151,1.5769145644385727,0.8405147438368468,1.8817752957644134,1.4988619209564265,0.9840284327819026,0.7763912972910155,0.937306563357987,1.857652489437657,0.2888212076502817,1.6257872070123993,1.9416625695540637,1.1182751294984967,0.6742609122723173,0.8878777441179625,1.4533444928659358,0.9622581839953954,1.0395565198676715,0.4901588141293714,0.0,1.1213645674537858,1.1818944796729252,1.5942569762094612,2.0119224561902658,1.481001344502387
2021-05-30,54.396129396358845,66.20039974105686,66.61299551241555,21.444164602567202,26.29927597702759,112.07816635952256,19.03272944285912,64.84410713772243,52.42657091968958,106.3892345827682,30.004590433236817,43.688372153092125,60.674106106141316,56.45822896555842,80.04153502094078,36.720942120822315,28.58796349645603,54.48665813916359,56.266513115321644,53.031600882683904,63.96539110807812,37.245436920997456,73.75407784165013,99.57589937985821,15.504216066755108,59.773759114916345,88.75289616472539,28.210919605082573,45.313103807543705,40.975093762046285,49.40866417596818,69.22016871326042,72.42889875020825,55.46430460647394,40.86656616240823,46.184662878848066,30.362329454235862,76.37812816277004,56.59834800447247,42.36026190540304,44.50122020997294,44.83782607795711,46.18405832885084,37.63266245668949,47.00174976084165,61.04705230520354,31.136080008736414,38.46113098520597,65.96096810365087,101.87302077978458,39.67412941048366,81.20824039021423,1.07801649044739,0.0,1.4327485776094095,0.7100716755816954,0.4338621277485993,1.860527330005354,1.0417915063459728,0.29341224949195666,1.012095963700571,1.7559711115880465,2.3680752987666724,0.4035877335158626,0.6395162698934526,2.0743438757313792,1.5702740168477245,0.9055719388612161,0.931683201428241,1.1831023187494443,1.6594165528276181,0.3188272598157348,1.2523700512479277,1.0155962209954787,3.0182526036827344,1.4185322730277437,0.912012709809124,1.7224525601650351,1.3366400024808038,0.0738505748824151,1.5769145644385727,0.9455790868164529,1.8656917462279654,1.4988619209564265,1.0280894073840774,0.7627703973385416,0.937306563357987,1.857652489437657,0.9025662739071304,1.5580460733868828,1.8635497075605094,0.984082113958677,0.6742609122723173,0.8323853851105898,1.4533444928659358,0.9413395278215827,0.9804348220552921,0.4901588141293714,0.0,1.1715749212203734,1.1818944796729252,1.5942569762094612,2.0119224561902658,1.481001344502387
2021-05-31,46.937420705695814,58.1938617192771,62.805417100686455,21.20747404403997,25.644867267673458,107.04233905297473,17.630317799701075,58.389037648899375,51.00963657050878,99.0327798501304,25.833548713818246,41.771330418891786,55.717855014467055,49.36712952080278,78.49248092323964,31.921410844857864,24.71412281683334,48.63509802210553,54.42271694551318,48.4617434919917,60.019243965466714,35.02770639759916,65.22858707484963,93.67379188672494,14.688204694820628,54.932270837695725,75.38649613991733,24.81379316049148,45.823282048979706,36.35226267094363,43.40950019887308,74.19366508734312,47.3802346888719,51.37803462073177,28.30665821341121,42.71378585910928,26.571551103825914,74.65072925531933,53.00515635276898,39.40801556352702,40.05109818897565,40.70364533190785,37.30250865022568,32.758615568191075,44.365907400039724,59.621135755009,27.244070007644364,36.65355824960882,59.9201740964337,93.82202304992678,35.30678554216821,79.48040548829478,0.9906097479786825,0.0,1.4327485776094095,0.6153954521708027,0.46640178732974413,1.761299205738402,0.7613091777143648,0.29341224949195666,0.4048383854802284,1.7825767344908956,2.3680752987666724,0.4035877335158626,0.3197581349467263,2.390004900299198,1.7188134508738606,0.9055719388612161,0.8826472434583337,1.0871751037157054,1.2599273827024506,0.1062757532719116,1.0160738151634132,0.9741433140160715,2.8322939124605755,1.4185322730277437,0.8160113719344791,0.41897494706717076,1.3366400024808038,0.0,1.2522556835247491,0.9455790868164529,1.8013575480821735,1.4988619209564265,0.9913719285489316,0.7219076974811196,0.937306563357987,1.857652489437657,0.9025662739071304,1.5919166401996414,1.908185628699683,1.0735441243185566,0.5394087298178537,0.8601315646142763,1.614827214295484,0.8995022154739568,0.9114595079408494,0.44559892193579226,0.0,0.9539967215651611,1.0505728708203779,1.3551184297780416,2.625313448931201,1.481001344502387
2021-06-01,45.94681095771713,59.756113040599985,57.66322357556775,21.20747404403997,23.591253196330083,92.45580478573275,17.47004218334016,50.46690691261656,44.73464159556524,93.9511058756862,25.497174381607074,40.45967028496523,50.44184578784607,45.73702773827286,72.2750446132885,28.48023747718525,20.202814683601854,44.766033682411404,54.6378264986575,41.128716516229794,57.58539273379623,30.882415699658434,57.075013690493414,82.88281423833531,13.440187302450246,55.51418048640012,68.97062412800946,24.37068971119699,43.17963116153857,33.095268038575846,41.6403097498638,70.58277045958445,44.57501930586678,45.87519103993229,30.931116590813573,38.020769043687835,25.488471575137364,67.36855739057631,47.481461111796214,34.711260019633336,33.98274997852479,36.541718406354896,32.45802700733923,26.754961246306763,41.71528461478473,53.47187063229506,21.520525888391347,34.795775160245086,62.13388121709093,81.30710578668253,30.595942717917822,77.9994041437924,0.9323385863328777,0.0,1.1579748777939065,0.4733811170544637,0.4338621277485993,1.4636148329375456,0.9215847940752836,0.29341224949195666,0.8096767709604568,1.8357879802965942,1.8702412870941336,0.4035877335158626,0.2398186012100447,2.2998160361369644,1.6763736125806792,0.8150147449750946,0.8826472434583337,0.9592721503373871,1.352117191192874,0.2125515065438232,0.9215553207296071,0.9948697675057749,2.689248765366607,1.1652229385585036,0.8640120408718017,1.1870956833569837,0.9356480017365627,0.0,1.2522556835247491,0.9455790868164529,1.5279372059625578,1.4307318336402253,0.9840284327819026,0.7491494973860675,0.5623839380147921,1.3199109793372825,0.9025662739071304,1.5580460733868828,1.4395084567383571,1.0288131191386167,0.6742609122723173,0.8878777441179625,1.614827214295484,0.9622581839953954,0.8917522753367231,0.44559892193579226,0.0,1.0544174290983361,1.2569353990172378,1.1956927321570958,2.821598566608299,0.2468335574170645
2021-06-02,43.994727042582674,61.513645777088215,57.76135703978757,17.751791889542385,23.0453100189131,88.26341653545401,20.715623414648768,45.18548642176133,43.11528805364432,92.5476592675609,24.568781224704228,43.688372153092125,50.60172485531944,43.42593809411563,70.15305269862942,26.578536405576696,19.36920339811343,41.34462967954139,53.10132969048378,36.983962138625245,50.99272774703826,29.286478780951256,51.553471012666236,75.18221047047041,12.624175930515767,56.65472339786076,64.15872011907858,23.779885112137666,44.1072279641495,30.678788150044912,41.15780326377037,66.76748556987718,42.18838318158231,44.281545745492835,29.618887402112392,34.98986235039481,25.70508748087507,63.778277308423924,44.79214686316099,29.74611844466001,27.50984522071054,34.84920145663003,32.619509728768776,25.123306064749354,40.981190200281006,57.61594060629794,21.062642358851104,33.50704274690268,62.02131983807445,70.86472259251055,29.908944806047973,74.05006722511935,1.0488809096244878,0.0,1.4131218847654452,0.37870489364357085,0.408553503629931,1.4636148329375456,0.8013780818045945,0.88023674847587,0.8096767709604568,1.7892281402166081,1.7760564740750047,0.4035877335158626,0.7194558036301343,2.0743438757313792,1.5490540977011338,0.7697361480320336,0.6374674536087964,0.9592721503373871,1.0140878933946555,1.2753090392629391,0.96881456794651,0.9326904070366642,2.589117162400829,0.8612517371954157,0.8640120408718017,1.2569248412015122,1.8712960034731254,0.0,1.066736323002564,0.735450400857241,1.415352359207422,0.8856911351106157,0.9105934751116115,0.6810449976236979,0.37492262534319476,2.077637652660537,0.866463622950845,1.253210972072058,1.5176213187319116,0.984082113958677,0.6742609122723173,0.8323853851105898,2.422240821443226,0.8367462469525179,0.8424841938264068,0.57927859851653,0.0,1.0711542136871983,1.1256137901646905,0.9565541857256765,3.1650975225432227,0.2468335574170645
2021-06-03,44.25694726998879,57.60801747378104,57.9576239682272,18.31984923000774,23.182699692700155,83.35162438423987,20.515278894197614,44.74536804752339,43.11528805364432,92.66738457062372,23.182918975994188,44.19285681998695,51.08136205773953,41.47560390660731,49.99412950936809,26.850207987235056,20.055706809692136,42.23995035318962,51.19607364834837,36.5588591255376,45.10895146853385,29.452290408868883,49.264748659162734,69.66006697904098,12.192169910079866,57.81854269526955,70.9755841317307,26.14310350837495,44.199987644410584,30.25853077812649,40.064121895291905,68.94764836399563,40.35250923982504,42.864972150435534,28.30665821341121,33.33997362622321,26.210524594263063,60.52670289439912,42.582668766771874,26.525486071704336,28.0492539505284,30.74276689008445,30.035786185896004,24.37023444249208,40.764410641635614,61.7600105803008,20.146875299770624,30.611579013029466,63.8785825918462,66.560228756745,29.001126136791395,75.53106856962175,0.9614741671557803,0.0,1.1579748777939065,0.6153954521708027,0.39047591497373935,1.4388078018708075,0.6010335613534458,1.1736489979678266,0.8096767709604568,1.8158337631194572,1.6953266343443225,0.3026908001368969,0.8793348711034973,1.8488717153257945,1.5702740168477245,0.8150147449750946,0.6374674536087964,1.0232236270265462,1.0755477657216044,1.381584792534851,0.8979256971211558,0.891237500057257,2.603421677110226,0.8612517371954157,0.7680107029971569,1.3267539990460406,2.272288004217366,0.0,0.9739766427414716,0.5253217148980293,1.1901826656971501,0.8856911351106157,0.9619979454808154,0.7491494973860675,0.5623839380147921,2.077637652660537,0.9025662739071304,0.7790230366934414,1.472985397592738,0.8498890984188575,0.6742609122723173,0.7768930261032172,2.5837235428727743,0.8158275907787048,0.7882893041650592,0.6238384907101091,0.22894176477012068,1.1046277828649236,1.2569353990172378,1.1956927321570958,2.6743847283504754,0.2468335574170645
2021-06-04,43.26633752201011,55.45992190696207,57.486583339972064,21.586178937683542,24.505979182333384,80.07709628343046,21.116312455551068,46.359135419729164,41.69835370446352,92.06875805530962,23.344378655455554,40.15697948482833,54.67864107589019,39.412533638896214,47.95701727129536,27.846337119982397,22.06618108645834,41.76031427802093,50.48928511658846,37.09023789189715,45.67606243513669,29.473016862358584,45.946101246582664,61.554168276025315,12.24017057901719,59.35478416784918,74.18352013768462,26.807758682316685,41.74185611749164,27.842050889595548,38.2145136986004,63.565371466015726,39.12614544673117,40.699249057992176,29.056503464097595,31.763413289792563,26.24662724521935,59.883162124956726,40.6633241577874,25.854520994005238,26.296175578620375,28.93926522234484,29.551338021607357,23.115115072063308,39.22724649851374,63.58696616023755,19.917933535000504,28.73705913907687,68.71872188955437,61.61803213049568,27.18548879827822,73.8032336677023,1.07801649044739,0.0,1.2561083420137287,0.7100716755816954,0.39047591497373935,1.4636148329375456,0.3205512327218377,2.053885746443697,0.8096767709604568,1.8956506318280049,1.6415067411905342,0.3026908001368969,0.8793348711034973,1.7474092431432815,1.5702740168477245,0.6339003572028513,0.3922876637592593,1.0232236270265462,1.1984675103755018,1.4878605458067626,0.9451849443380587,1.0155962209954787,2.689248765366607,0.9372445375361877,0.8160113719344791,1.3965831568905689,2.6732800049616077,0.0,0.6493177618276477,0.4202573719184234,1.2866839629158382,0.8856911351106157,0.9693414412478445,0.7491494973860675,0.7498452506863895,1.454346356862376,0.8303609719945598,0.7112819030679248,1.539939279301499,0.8498890984188575,0.8091130947267806,0.6659083080884718,1.9377926571545805,0.7530716222572662,0.778435687862996,0.6238384907101091,0.22894176477012068,1.154838136631511,1.3319763183615505,1.6739698250199342,3.0424193239950363,0.2468335574170645
2021-06-05,42.013507546625306,50.57788652782809,56.40711523355401,23.62171774101774,24.97599648739437,78.48944629515921,21.23651916782175,41.81124555260383,38.05480823514147,90.25957569791588,22.308345712245135,40.056082551449364,58.355859627777555,37.37201058722567,45.13476802479878,26.94076518112118,22.01714512848843,40.28943031417026,50.02833607413635,37.621616658256706,43.36035932150844,29.763187211214436,44.272473025583245,58.9197511975452,12.67217659945309,61.0074075701697,71.77756813321915,27.841666730670497,42.29841419905819,26.896471802779097,37.378169122705096,62.339029894324106,37.80431620866593,39.81389056108137,28.49411952608281,29.869096606484433,26.138319292350495,58.73156285332294,39.168020799625076,24.154742797167522,24.408245024257887,28.162372196241623,26.64464903587549,22.06918226337266,39.75934177882517,67.01807785914315,18.773224711149897,27.850009555867164,69.8818561393912,59.86434945666527,26.30220576873128,75.7779021270388,1.0197453288015852,0.0,1.373868499077516,0.7574097872871417,0.3615517731238328,0.917860149469308,0.3205512327218377,2.3472979959356532,0.8096767709604568,1.8490907917480188,2.0047910199786037,0.3026908001368969,1.1990930060502236,1.668493987001327,1.4005146636749977,0.5886217602597905,0.3922876637592593,0.831369196959069,1.1984675103755018,1.4878605458067626,1.063333062380316,0.8083316860984422,2.5605081329820356,1.0892301382177318,0.7200100340598347,1.3965831568905689,2.5396160047135274,0.0,0.6493177618276477,0.3151930289388175,1.1580155666242544,0.8856911351106157,1.0280894073840774,0.7082867975286458,0.7498452506863895,1.454346356862376,0.9386689248634156,0.8467641703189582,1.6292111215798466,0.8051580932389176,0.8091130947267806,0.7768930261032172,1.9377926571545805,0.6484783413882014,0.7833624960140275,0.44559892193579226,0.22894176477012068,1.0544174290983361,1.3319763183615505,1.6739698250199342,3.0424193239950363,0.2468335574170645
2021-06-06,41.022897798646625,48.42979096100914,56.151968226582476,23.858408299544966,25.297777565474576,76.7777611515543,21.517001496453357,40.93100880412795,34.41126276581941,89.4148471707504,22.483260364994944,38.542628550764874,60.59416657240464,35.90644154458937,45.15598794394538,27.302993956665663,23.53725982555556,39.45806111721119,50.796584478223195,36.77141063208142,40.761100724578775,29.307205234440957,43.256852481216065,56.94393838868515,12.67217659945309,62.33416156921572,70.57459213098645,27.767816155788083,42.85497228062475,27.106600488738305,36.94391328522101,56.6161025597632,37.56198084835397,39.41888446245963,28.49411952608281,29.282469504556747,27.329706773907905,57.986410383442255,37.97400990915218,24.0205497816277,23.194575382167717,27.96814893971582,26.967614478734586,22.15285688806791,39.77412220327826,68.66679387030558,19.46005000546026,27.11359103395721,69.48789131283357,57.3932511435406,25.639743496571068,73.30956655286818,1.0488809096244878,0.0,1.4131218847654452,0.662733563876249,0.3760138440487861,0.818632025202356,0.3205512327218377,2.3472979959356532,0.8096767709604568,1.79587954594232,2.0047910199786037,0.5044846668948283,1.1990930060502236,1.8826925393866325,1.4217345828215884,0.7697361480320336,0.3922876637592593,0.8633449353036485,1.1984675103755018,1.4878605458067626,0.8270368262958013,0.8083316860984422,2.4603765300162577,0.9879064044300356,0.7200100340598347,1.419859542838745,2.5396160047135274,0.0,0.6493177618276477,0.2101286859592117,1.1580155666242544,0.681300873162012,0.9032499793445824,0.7082867975286458,0.7498452506863895,1.454346356862376,0.2888212076502817,0.8806347371317165,1.6180521412950533,0.8498890984188575,1.0788174596357074,0.8046392056069036,1.9377926571545805,0.7321529660834531,0.7685820715609325,0.44559892193579226,0.22894176477012068,0.9874702907428862,1.3319763183615505,1.6739698250199342,3.0424193239950363,0.2468335574170645
2021-06-07,45.77199747277972,60.34195728609607,57.839863811163426,27.077399895515317,26.038958700378437,78.58867441942616,21.8375527291752,42.25136392684177,31.779813260197926,93.64514121230343,23.828757693839645,39.75339175131246,67.06926880507585,37.55238831555013,45.219647701385156,29.476366609932583,28.29374774863658,43.42305267193906,52.302351350233444,38.79064994424775,43.00591496738167,29.846093025173253,43.75751049604495,56.96926932213206,12.67217659945309,70.69038412461096,75.5201601401654,29.835632252495706,46.05518124963244,29.20788734833043,39.19561022032373,49.939354002775474,38.61944423880617,40.20889665970312,32.61826840485795,29.82021101465712,29.604173784153872,56.86868167862123,37.438378855482085,24.467859833427102,23.46427974707664,28.745041965819038,27.613545364452772,22.550311355370358,41.06494593884855,72.76630395211487,21.29158412362123,30.31031689042995,70.98870969971982,59.545498061423366,26.79291856292403,74.5437343399535,1.1071520712702925,0.0,1.4131218847654452,0.7574097872871417,0.3543207376613561,1.1163163980032127,0.6010335613534458,2.3472979959356532,0.8096767709604568,1.7293654886851977,2.0047910199786037,0.5044846668948283,1.2790325397869051,1.679767595021606,1.188315472209089,0.8150147449750946,1.176862991277778,0.831369196959069,1.3213872550294,1.594136299078674,0.9215553207296071,0.891237500057257,2.4603765300162577,1.0385682713238835,0.8160113719344791,2.5371260683512005,2.6732800049616077,0.3692528744120756,0.9739766427414716,0.4202573719184234,1.1740991161607024,0.613170785845811,0.8738759962764658,0.7627703973385416,0.7498452506863895,1.454346356862376,0.324923858606567,0.7790230366934414,1.6292111215798466,0.6262340725191581,0.9439652771812441,0.7768930261032172,1.2918617714363871,0.6275596852143883,0.763655263409901,0.4901588141293714,0.22894176477012068,0.9874702907428862,1.707180915083114,2.311672615503719,2.6743847283504754,0.2468335574170645
2021-06-08,42.94584613295819,63.46645992874182,59.272612388772835,27.12473800722077,27.203155409837176,80.3003595630311,21.436863688272904,45.18548642176133,34.2088435730793,92.79376127941225,22.133431059495322,40.76236108510213,70.7464873569632,35.230025063372615,46.15332414383515,31.106396099882772,32.85409183983796,47.004335366531976,51.718482563127424,39.74713172369495,42.533322495212644,29.88754593215266,41.7262694073106,57.09592398936668,13.584189309262216,73.83269622761476,76.58947214215007,28.801724204141895,46.47259981080735,28.78762997641201,36.927829735684554,50.143744264724084,38.18617798855145,40.958046157089186,25.307277210665646,28.598071218974454,32.02305139822498,57.91866924981673,35.563670167636786,24.736245864506742,25.217358118984667,29.299965555892765,28.582441693030063,21.713565108417836,42.48386668634566,79.62852734992606,23.123118241782194,29.155478753798434,64.89163500299442,61.13975503763283,27.234560077697505,79.48040548829478,1.1654232329160974,0.0,1.6682688917369837,0.8520860106980347,0.3543207376613561,1.4884218640042834,0.4407579449925269,2.3472979959356532,0.6072575782203425,1.7160626772337724,2.502625031651143,0.5044846668948283,1.1990930060502236,1.7248620271027233,1.2307553105022706,0.9508505358042769,1.176862991277778,0.8953206736482281,0.9218980849042322,1.7004120523505857,0.9924441915549616,0.7046994186499239,2.4460720153068602,1.0638992047708078,0.8640120408718017,1.6526234023205066,2.806944005209688,0.5169540241769058,0.9275968026109254,0.4202573719184234,1.2062662152335981,0.613170785845811,0.8665325005094368,0.6946658975761717,0.937306563357987,1.9554236730922705,0.3971291605191373,0.8806347371317165,2.019775431547618,0.4920410569793385,0.8091130947267806,0.7214006670958446,1.4533444928659358,0.5438850605191367,0.7143871818995848,0.6238384907101091,0.22894176477012068,0.9037863677985738,-0.0750409193443127,1.9928212202618267,2.600777809221563,1.2341677870853227
2021-06-09,40.58586408630309,77.5267218206477,59.272612388772835,28.828910028616836,26.660827750151423,79.06000800969419,20.15465875738555,41.22442105361992,30.362878911017127,88.7563580039049,21.299222715611606,41.771330418891786,73.7841896389571,32.82874655505314,46.36552333530106,30.110266967135438,33.09927162968751,46.07703895453917,50.39709530809803,37.621616658256706,42.060730023043604,27.959985757610223,38.93688903897821,51.97907543308804,13.632189978199534,75.3456613142462,76.18848014140582,27.693965580905665,44.431886845063325,26.371150087881066,33.61461853117627,50.961305312518505,36.24015161028873,37.56644206892317,23.995048021964465,26.6059833520117,32.889515021175825,57.410610747625356,32.829719997862384,23.036467667669026,25.756766848802517,28.245610734752677,27.452062643023226,20.458445737989063,41.67094334142543,79.62852734992606,20.146875299770624,28.51948093942166,61.32719133413956,60.74119079358047,25.296244540636145,83.67657596438488,1.0197453288015852,0.0,1.3149884205456224,0.899424122403481,0.3470897021988794,1.5132288950710213,0.40068904090229723,1.6137673722057617,0.4048383854802284,1.7360168944109096,2.4488051384973546,0.5044846668948283,1.51885114099695,1.939060579488029,1.2307553105022706,1.0414077296903985,1.1278270333078706,0.9592721503373871,1.106277701885079,0.6376545196314696,1.063333062380316,0.7461523256293314,2.3602449270504797,1.2665466723461998,0.8640120408718017,1.4896887006832735,2.0049600037212056,0.5169540241769058,0.8812169624803791,0.4202573719184234,1.1097649180149105,0.613170785845811,0.8224715259072619,0.5856986979563802,0.937306563357987,1.1976969997690157,0.36102650956285215,1.354822672510333,1.7631188849973682,0.5367720621592783,0.6742609122723173,0.6659083080884718,0.6459308857181936,0.6275596852143883,0.6897531411444267,0.57927859851653,0.22894176477012068,0.9037863677985738,-0.1500818386886254,2.2319597666932456,2.478099610673376,1.2341677870853227
2021-06-10,38.342424362939596,89.63416956089996,58.25202436088668,27.503442900864336,25.8943379911289,75.23972522541652,17.71045560788154,37.55676793497045,30.160459718277014,85.32423264943736,21.339587635476953,46.4125893543242,71.54588269433002,29.536853013131598,44.98622859077264,29.068859237445032,31.7262648065301,45.117766804201786,51.44191313765616,34.114516800283624,40.45391561766891,24.892470641134086,34.93162492034709,46.76090314302169,13.728191316074179,68.99120795039411,64.42604811957476,24.66609201072665,40.3040810734447,23.3242841414725,32.53702071223426,46.05593902575201,33.95632442674267,36.01365947434114,21.5580509572337,25.237186780847114,33.10613092691354,59.84929155814395,29.71636449840501,21.47088248637113,22.79001883480432,30.07685858199598,28.097993528741423,19.66353680338417,40.86787361280728,79.49484767334533,18.773224711149897,27.548747433267636,57.31250214921884,55.3207170744683,22.597324172576037,86.14491153855552,0.9906097479786825,0.0,1.7467756631128415,0.662733563876249,0.3543207376613561,1.5628429572044977,0.6010335613534458,1.6137673722057617,0.2024191927401142,1.6428972142509373,2.610264817958719,0.4035877335158626,1.1990930060502236,1.8601453233460743,1.2307553105022706,1.358357908291824,1.1278270333078706,0.9272964119928077,1.0140878933946555,0.7439302729033813,1.110592309597219,0.7461523256293314,2.2887223535034953,1.1905538720054278,0.8640120408718017,1.3267539990460406,1.470304002728884,0.5169540241769058,0.6956976019581939,0.630386057877635,1.2062662152335981,0.5450406985296096,0.763723559771029,0.5720777980039061,0.937306563357987,1.1976969997690157,0.324923858606567,1.4564343729486082,1.595734180725466,0.4920410569793385,0.5394087298178537,0.6659083080884718,0.9688963285772902,0.5648037166929496,0.7094603737485533,0.4901588141293714,0.0,1.0209438599206109,-0.33768413704940725,1.8333955226408802,2.0609937356095407,1.2341677870853227
