,count,count,count,tested,tested,tested,7daypos100k,7daypos100k,7daypos100k,percentage,percentage,percentage,count_14day,count_14day,count_14day,tested_14day,tested_14day,tested_14day,percentage_14day,percentage_14day,percentage_14day,7daypos100k_14day,7daypos100k_14day,7daypos100k_14day,Unknown tested,Unknown tested,Unknown tested,Unknown count,Unknown count,Unknown count,Unknown percentage,Unknown percentage,Unknown percentage,<20 tested,<20 tested,<20 tested,<20 count,<20 count,<20 count,<20 percentage,<20 percentage,<20 percentage,20-29 tested,20-29 tested,20-29 tested,20-29 count,20-29 count,20-29 count,20-29 percentage,20-29 percentage,20-29 percentage,30-39 tested,30-39 tested,30-39 tested,30-39 count,30-39 count,30-39 count,30-39 percentage,30-39 percentage,30-39 percentage,40-49 tested,40-49 tested,40-49 tested,40-49 count,40-49 count,40-49 count,40-49 percentage,40-49 percentage,40-49 percentage,50-59 tested,50-59 tested,50-59 tested,50-59 count,50-59 count,50-59 count,50-59 percentage,50-59 percentage,50-59 percentage,60-69 tested,60-69 tested,60-69 tested,60-69 count,60-69 count,60-69 count,60-69 percentage,60-69 percentage,60-69 percentage,70-79 tested,70-79 tested,70-79 tested,70-79 count,70-79 count,70-79 count,70-79 percentage,70-79 percentage,70-79 percentage,80+ tested,80+ tested,80+ tested,80+ count,80+ count,80+ count,80+ percentage,80+ percentage,80+ percentage,Unknown tested_14day,Unknown tested_14day,Unknown tested_14day,Unknown count_14day,Unknown count_14day,Unknown count_14day,Unknown percentage_14day,Unknown percentage_14day,Unknown percentage_14day,<20 tested_14day,<20 tested_14day,<20 tested_14day,<20 count_14day,<20 count_14day,<20 count_14day,<20 percentage_14day,<20 percentage_14day,<20 percentage_14day,20-29 tested_14day,20-29 tested_14day,20-29 tested_14day,20-29 count_14day,20-29 count_14day,20-29 count_14day,20-29 percentage_14day,20-29 percentage_14day,20-29 percentage_14day,30-39 tested_14day,30-39 tested_14day,30-39 tested_14day,30-39 count_14day,30-39 count_14day,30-39 count_14day,30-39 percentage_14day,30-39 percentage_14day,30-39 percentage_14day,40-49 tested_14day,40-49 tested_14day,40-49 tested_14day,40-49 count_14day,40-49 count_14day,40-49 count_14day,40-49 percentage_14day,40-49 percentage_14day,40-49 percentage_14day,50-59 tested_14day,50-59 tested_14day,50-59 tested_14day,50-59 count_14day,50-59 count_14day,50-59 count_14day,50-59 percentage_14day,50-59 percentage_14day,50-59 percentage_14day,60-69 tested_14day,60-69 tested_14day,60-69 tested_14day,60-69 count_14day,60-69 count_14day,60-69 count_14day,60-69 percentage_14day,60-69 percentage_14day,60-69 percentage_14day,70-79 tested_14day,70-79 tested_14day,70-79 tested_14day,70-79 count_14day,70-79 count_14day,70-79 count_14day,70-79 percentage_14day,70-79 percentage_14day,70-79 percentage_14day,80+ tested_14day,80+ tested_14day,80+ tested_14day,80+ count_14day,80+ count_14day,80+ count_14day,80+ percentage_14day,80+ percentage_14day,80+ percentage_14day,population,population,population
2020-05-14,18.2,160.6,60.0,123.8,1267.8,588.6,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,6.0,70.6,38.6,0.0,0.0,0.0,0,0,0,15.0,132.2,62.6,0.0,13.8,7.2,0,0,0,29.0,207.6,108.4,7.0,21.4,11.6,0,0,0,19.0,210.2,106.4,0.0,31.0,12.6,0,0,0,21.0,190.4,120.2,3.5999999999999996,25.4,11.0,0,0,0,15.4,195.8,92.0,0.0,22.0,10.6,0,0,0,11.4,144.6,48.2,0.0,19.2,7.0,0,0,0,6.6,116.4,12.2,0.0,24.2,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
2020-05-15,18.6,165.8,61.0,131.4,1326.4,608.8,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,8.0,73.8,40.8,0.0,0.0,0.0,0,0,0,16.0,138.6,65.8,0.0,14.4,7.6,0,0,0,30.0,216.8,111.2,7.0,23.2,11.8,0,0,0,20.0,217.6,109.2,0.0,32.0,12.8,0,0,0,22.0,197.2,123.6,4.8,26.2,11.0,0,0,0,16.2,202.4,95.0,0.0,22.0,10.8,0,0,0,12.2,151.8,49.6,0.0,19.6,7.0,0,0,0,6.8,128.2,13.6,0.0,24.6,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
2020-05-16,19.0,171.0,62.0,139.0,1385.0,629.0,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,10.0,77.0,43.0,0.0,0.0,0.0,0,0,0,17.0,145.0,69.0,0.0,15.0,8.0,0,0,0,31.0,226.0,114.0,7.0,25.0,12.0,0,0,0,21.0,225.0,112.0,0.0,33.0,13.0,0,0,0,23.0,204.0,127.0,6.0,27.0,11.0,0,0,0,17.0,209.0,98.0,0.0,22.0,11.0,0,0,0,13.0,159.0,51.0,0.0,20.0,7.0,0,0,0,7.0,140.0,15.0,0.0,25.0,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
2020-05-17,19.5,174.0,62.0,143.0,1414.5,641.5,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,10.0,78.5,43.5,0.0,0.0,0.0,0,0,0,18.5,149.5,71.0,0.0,17.0,8.5,0,0,0,31.5,230.0,115.5,7.0,25.5,11.5,0,0,0,22.5,230.0,113.5,0.0,33.0,13.0,0,0,0,23.5,210.0,130.5,6.0,28.5,11.0,0,0,0,17.0,211.0,100.5,0.0,22.0,11.0,0,0,0,13.0,164.0,51.5,0.0,19.5,7.0,0,0,0,7.0,141.5,15.5,0.0,24.5,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
2020-05-18,20.0,177.0,62.0,147.0,1444.0,654.0,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,10.0,80.0,44.0,0.0,0.0,0.0,0,0,0,20.0,154.0,73.0,0.0,19.0,9.0,0,0,0,32.0,234.0,117.0,7.0,26.0,11.0,0,0,0,24.0,235.0,115.0,0.0,33.0,13.0,0,0,0,24.0,216.0,134.0,6.0,30.0,11.0,0,0,0,17.0,213.0,103.0,0.0,22.0,11.0,0,0,0,13.0,169.0,52.0,0.0,19.0,7.0,0,0,0,7.0,143.0,16.0,0.0,24.0,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
2020-05-19,20.25,179.25,63.75,151.25,1530.5,681.25,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,10.25,84.0,45.5,0.0,0.0,0.0,0,0,0,20.75,161.5,76.75,0.0,19.0,8.75,0,0,0,33.0,239.0,122.0,7.0,26.0,11.5,0,0,0,25.0,242.75,117.25,0.0,33.75,13.0,0,0,0,24.75,225.5,142.75,6.0,30.5,12.0,0,0,0,17.25,221.75,105.75,0.0,22.25,11.25,0,0,0,13.25,181.5,54.25,0.0,19.0,7.0,0,0,0,7.0,174.5,17.0,0.0,24.5,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
2020-05-20,20.5,181.5,65.5,155.5,1617.0,708.5,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,10.5,88.0,47.0,0.0,0.0,0.0,0,0,0,21.5,169.0,80.5,0.0,19.0,8.5,0,0,0,34.0,244.0,127.0,7.0,26.0,12.0,0,0,0,26.0,250.5,119.5,0.0,34.5,13.0,0,0,0,25.5,235.0,151.5,6.0,31.0,13.0,0,0,0,17.5,230.5,108.5,0.0,22.5,11.5,0,0,0,13.5,194.0,56.5,0.0,19.0,7.0,0,0,0,7.0,206.0,18.0,0.0,25.0,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
2020-05-21,20.75,183.75,67.25,159.75,1703.5,735.75,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,10.75,92.0,48.5,0.0,0.0,0.0,0,0,0,22.25,176.5,84.25,0.0,19.0,8.25,0,0,0,35.0,249.0,132.0,7.0,26.0,12.5,0,0,0,27.0,258.25,121.75,0.0,35.25,13.0,0,0,0,26.25,244.5,160.25,6.0,31.5,14.0,0,0,0,17.75,239.25,111.25,0.0,22.75,11.75,0,0,0,13.75,206.5,58.75,0.0,19.0,7.0,0,0,0,7.0,237.5,19.0,0.0,25.5,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
2020-05-22,21.0,186.0,69.0,164.0,1790.0,763.0,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,11.0,96.0,50.0,0.0,0.0,0.0,0,0,0,23.0,184.0,88.0,0.0,19.0,8.0,0,0,0,36.0,254.0,137.0,7.0,26.0,13.0,0,0,0,28.0,266.0,124.0,0.0,36.0,13.0,0,0,0,27.0,254.0,169.0,6.0,32.0,15.0,0,0,0,18.0,248.0,114.0,0.0,23.0,12.0,0,0,0,14.0,219.0,61.0,0.0,19.0,7.0,0,0,0,7.0,269.0,20.0,0.0,26.0,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
2020-05-23,21.333333333333332,189.33333333333334,69.0,168.66666666666666,1834.3333333333333,781.6666666666666,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,11.666666666666666,100.0,51.333333333333336,0.0,2.0,0.0,0,0,0,24.0,189.66666666666666,89.66666666666667,0.0,19.666666666666668,8.0,0,0,0,37.0,261.3333333333333,140.66666666666666,7.333333333333333,26.0,13.0,0,0,0,28.0,274.0,126.33333333333333,0.0,36.666666666666664,13.333333333333334,0,0,0,27.666666666666668,261.6666666666667,173.0,6.0,32.666666666666664,15.0,0,0,0,18.666666666666668,251.33333333333334,118.66666666666667,0.0,23.333333333333332,11.666666666666666,0,0,0,14.0,224.33333333333334,61.666666666666664,0.0,19.333333333333332,7.0,0,0,0,7.666666666666667,272.0,20.333333333333332,0.0,26.333333333333332,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
2020-05-24,21.666666666666668,192.66666666666666,69.0,173.33333333333334,1878.6666666666667,800.3333333333334,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,12.333333333333334,104.0,52.666666666666664,0.0,4.0,0.0,0,0,0,25.0,195.33333333333334,91.33333333333333,0.0,20.333333333333332,8.0,0,0,0,38.0,268.6666666666667,144.33333333333334,7.666666666666667,26.0,13.0,0,0,0,28.0,282.0,128.66666666666666,0.0,37.333333333333336,13.666666666666666,0,0,0,28.333333333333332,269.3333333333333,177.0,6.0,33.333333333333336,15.0,0,0,0,19.333333333333332,254.66666666666666,123.33333333333333,0.0,23.666666666666668,11.333333333333334,0,0,0,14.0,229.66666666666666,62.333333333333336,0.0,19.666666666666668,7.0,0,0,0,8.333333333333334,275.0,20.666666666666668,0.0,26.666666666666668,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
2020-05-25,22.0,196.0,69.0,178.0,1923.0,819.0,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,13.0,108.0,54.0,0.0,6.0,0.0,0,0,0,26.0,201.0,93.0,0.0,21.0,8.0,0,0,0,39.0,276.0,148.0,8.0,26.0,13.0,0,0,0,28.0,290.0,131.0,0.0,38.0,14.0,0,0,0,29.0,277.0,181.0,6.0,34.0,15.0,0,0,0,20.0,258.0,128.0,0.0,24.0,11.0,0,0,0,14.0,235.0,63.0,0.0,20.0,7.0,0,0,0,9.0,278.0,21.0,0.0,27.0,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
2020-05-26,22.0,197.5,69.25,182.25,1963.25,832.0,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,13.5,109.5,56.5,0.0,6.0,0.0,0,0,0,26.5,206.5,94.0,0.0,21.75,8.0,0,0,0,40.5,280.5,148.75,8.0,26.0,13.0,0,0,0,28.0,295.0,133.5,0.0,38.0,14.0,0,0,0,29.5,283.0,183.5,6.0,34.25,15.0,0,0,0,20.25,266.0,130.0,0.0,24.5,11.25,0,0,0,14.75,242.0,64.5,0.0,20.0,7.0,0,0,0,9.25,280.75,21.25,0.0,27.0,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
2020-05-27,22.0,199.0,69.5,186.5,2003.5,845.0,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,14.0,111.0,59.0,0.0,6.0,0.0,0,0,0,27.0,212.0,95.0,0.0,22.5,8.0,0,0,0,42.0,285.0,149.5,8.0,26.0,13.0,0,0,0,28.0,300.0,136.0,0.0,38.0,14.0,0,0,0,30.0,289.0,186.0,6.0,34.5,15.0,0,0,0,20.5,274.0,132.0,0.0,25.0,11.5,0,0,0,15.5,249.0,66.0,0.0,20.0,7.0,0,0,0,9.5,283.5,21.5,0.0,27.0,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
2020-05-28,22.0,200.5,69.75,190.75,2043.75,858.0,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,14.5,112.5,61.5,0.0,6.0,0.0,0,0,0,27.5,217.5,96.0,0.0,23.25,8.0,0,0,0,43.5,289.5,150.25,8.0,26.0,13.0,0,0,0,28.0,305.0,138.5,0.0,38.0,14.0,0,0,0,30.5,295.0,188.5,6.0,34.75,15.0,0,0,0,20.75,282.0,134.0,0.0,25.5,11.75,0,0,0,16.25,256.0,67.5,0.0,20.0,7.0,0,0,0,9.75,286.25,21.75,0.0,27.0,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
2020-05-29,22.0,202.0,70.0,195.0,2084.0,871.0,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,15.0,114.0,64.0,0.0,6.0,0.0,0,0,0,28.0,223.0,97.0,0.0,24.0,8.0,0,0,0,45.0,294.0,151.0,8.0,26.0,13.0,0,0,0,28.0,310.0,141.0,0.0,38.0,14.0,0,0,0,31.0,301.0,191.0,6.0,35.0,15.0,0,0,0,21.0,290.0,136.0,0.0,26.0,12.0,0,0,0,17.0,263.0,69.0,0.0,20.0,7.0,0,0,0,10.0,289.0,22.0,0.0,27.0,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
2020-05-30,22.5,202.5,71.0,197.5,2124.5,887.5,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,15.0,116.0,64.5,0.0,6.0,0.0,0,0,0,28.0,225.5,100.0,0.0,24.0,9.0,0,0,0,45.5,299.5,152.5,8.0,26.0,13.0,0,0,0,28.0,315.0,142.0,0.0,38.0,14.0,0,0,0,32.0,309.0,196.0,6.5,35.0,15.0,0,0,0,21.5,297.5,138.5,0.0,26.0,12.0,0,0,0,17.5,269.5,70.0,0.0,20.5,7.0,0,0,0,10.0,292.5,24.0,0.0,27.0,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
2020-05-31,23.0,203.0,72.0,200.0,2165.0,904.0,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,15.0,118.0,65.0,0.0,6.0,0.0,0,0,0,28.0,228.0,103.0,0.0,24.0,10.0,0,0,0,46.0,305.0,154.0,8.0,26.0,13.0,0,0,0,28.0,320.0,143.0,0.0,38.0,14.0,0,0,0,33.0,317.0,201.0,7.0,35.0,15.0,0,0,0,22.0,305.0,141.0,0.0,26.0,12.0,0,0,0,18.0,276.0,71.0,0.0,21.0,7.0,0,0,0,10.0,296.0,26.0,0.0,27.0,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
2020-06-01,23.0,203.0,72.0,203.0,2210.0,926.0,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,15.0,121.0,67.0,0.0,6.0,0.0,0,0,0,29.0,230.0,104.0,0.0,24.0,10.0,0,0,0,46.0,310.0,157.0,8.0,26.0,13.0,0,0,0,29.0,328.0,149.0,0.0,38.0,14.0,0,0,0,33.0,325.0,205.0,7.0,35.0,15.0,0,0,0,22.0,317.0,147.0,0.0,26.0,12.0,0,0,0,19.0,281.0,71.0,0.0,21.0,7.0,0,0,0,10.0,298.0,26.0,0.0,27.0,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
2020-06-02,24.0,203.5,72.5,208.5,2256.5,944.0,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,15.0,122.0,69.0,0.0,6.0,0.0,0,0,0,30.5,233.5,105.0,0.0,24.0,10.5,0,0,0,47.5,316.0,159.0,8.0,26.0,13.0,0,0,0,29.5,336.5,153.5,0.0,38.0,14.0,0,0,0,33.0,333.0,206.5,7.0,35.0,15.0,0,0,0,23.5,326.0,150.5,0.0,26.0,12.0,0,0,0,19.5,287.5,73.5,0.0,21.0,7.0,0,0,0,10.0,302.0,27.0,0.0,27.5,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
2020-06-03,25.0,204.0,73.0,214.0,2303.0,962.0,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,15.0,123.0,71.0,0.0,6.0,0.0,0,0,0,32.0,237.0,106.0,0.0,24.0,11.0,0,0,0,49.0,322.0,161.0,8.0,26.0,13.0,0,0,0,30.0,345.0,158.0,0.0,38.0,14.0,0,0,0,33.0,341.0,208.0,7.0,35.0,15.0,0,0,0,25.0,335.0,154.0,0.0,26.0,12.0,0,0,0,20.0,294.0,76.0,0.0,21.0,7.0,0,0,0,10.0,306.0,28.0,0.0,28.0,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
2020-06-04,25.0,205.4,73.0,216.6,2355.2,982.8,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,15.0,127.0,72.8,0.0,6.2,0.0,0,0,0,32.4,243.6,108.2,0.0,24.0,11.0,0,0,0,49.2,330.0,164.8,8.0,26.4,13.0,0,0,0,30.2,352.2,160.8,0.0,38.2,14.0,0,0,0,33.4,350.8,211.2,7.0,35.6,15.0,0,0,0,25.2,342.2,158.0,0.0,26.0,12.0,0,0,0,21.0,300.4,78.4,0.0,21.0,7.0,0,0,0,10.2,309.0,28.6,0.0,28.0,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
2020-06-05,25.0,206.8,73.0,219.2,2407.4,1003.6,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,15.0,131.0,74.6,0.0,6.4,0.0,0,0,0,32.8,250.2,110.4,0.0,24.0,11.0,0,0,0,49.4,338.0,168.6,8.0,26.8,13.0,0,0,0,30.4,359.4,163.6,0.0,38.4,14.0,0,0,0,33.8,360.6,214.4,7.0,36.2,15.0,0,0,0,25.4,349.4,162.0,0.0,26.0,12.0,0,0,0,22.0,306.8,80.8,0.0,21.0,7.0,0,0,0,10.4,312.0,29.2,0.0,28.0,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
2020-06-06,25.0,208.2,73.0,221.8,2459.6,1024.4,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,15.0,135.0,76.4,0.0,6.6,0.0,0,0,0,33.2,256.8,112.6,0.0,24.0,11.0,0,0,0,49.6,346.0,172.4,8.0,27.2,13.0,0,0,0,30.6,366.6,166.4,0.0,38.6,14.0,0,0,0,34.2,370.4,217.6,7.0,36.8,15.0,0,0,0,25.6,356.6,166.0,0.0,26.0,12.0,0,0,0,23.0,313.2,83.2,0.0,21.0,7.0,0,0,0,10.6,315.0,29.8,0.0,28.0,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
2020-06-07,25.0,209.6,73.0,224.4,2511.8,1045.2,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,15.0,139.0,78.2,0.0,6.8,0.0,0,0,0,33.6,263.4,114.8,0.0,24.0,11.0,0,0,0,49.8,354.0,176.2,8.0,27.6,13.0,0,0,0,30.8,373.8,169.2,0.0,38.8,14.0,0,0,0,34.6,380.2,220.8,7.0,37.4,15.0,0,0,0,25.8,363.8,170.0,0.0,26.0,12.0,0,0,0,24.0,319.6,85.6,0.0,21.0,7.0,0,0,0,10.8,318.0,30.4,0.0,28.0,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
2020-06-08,25.0,211.0,73.0,227.0,2564.0,1066.0,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,15.0,143.0,80.0,0.0,7.0,0.0,0,0,0,34.0,270.0,117.0,0.0,24.0,11.0,0,0,0,50.0,362.0,180.0,8.0,28.0,13.0,0,0,0,31.0,381.0,172.0,0.0,39.0,14.0,0,0,0,35.0,390.0,224.0,7.0,38.0,15.0,0,0,0,26.0,371.0,174.0,0.0,26.0,12.0,0,0,0,25.0,326.0,88.0,0.0,21.0,7.0,0,0,0,11.0,321.0,31.0,0.0,28.0,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
2020-06-09,25.0,212.0,74.0,232.5,2609.0,1087.0,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,15.5,145.0,80.5,0.0,7.0,0.0,0,0,0,35.5,276.5,118.5,0.0,24.0,11.0,0,0,0,51.0,368.0,183.5,8.0,27.5,13.5,0,0,0,31.5,385.5,176.0,0.0,39.0,14.5,0,0,0,35.5,401.0,228.0,7.0,38.0,15.0,0,0,0,26.0,376.5,178.5,0.0,27.0,12.0,0,0,0,25.5,333.0,91.0,0.0,21.0,7.0,0,0,0,12.0,323.5,31.0,0.0,28.5,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
