,count,count,count,tested,tested,tested,7daypos100k,7daypos100k,7daypos100k,percentage,percentage,percentage,count_14day,count_14day,count_14day,tested_14day,tested_14day,tested_14day,percentage_14day,percentage_14day,percentage_14day,7daypos100k_14day,7daypos100k_14day,7daypos100k_14day,population,population,population
zip,60301,60302,60304,60301,60302,60304,60301,60302,60304,60301,60302,60304,60301,60302,60304,60301,60302,60304,60301,60302,60304,60301,60302,60304,60301,60302,60304
date,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-19,1.0,1.0,2.0,1.0,32.0,12.0,157.72870662460568,84.24862705941088,39.68029023297999,1.0,0.03125,0.16666666666666666,0.35714285714285715,3.142857142857143,1.0714285714285714,4.142857142857143,38.642857142857146,15.285714285714286,0.08620689655172413,0.08133086876155267,0.07009345794392523,81.6809373591708,72.21310890806647,40.89499299521407,2536.0,32048.0,17641.0
2020-05-20,0.0,2.0,0.0,9.0,79.0,34.0,118.29652996845427,74.88766849725413,22.674451561702853,0.0,0.02531645569620253,0.0,0.35714285714285715,3.142857142857143,1.0714285714285714,4.5,42.357142857142854,17.142857142857142,0.07936507936507936,0.07419898819561552,0.0625,84.49752140603876,71.7673489765352,41.29989391595876,2536.0,32048.0,17641.0
2020-05-21,0.0,2.0,0.0,2.0,153.0,26.0,118.29652996845427,65.52670993509736,17.00583867127714,0.0,0.013071895424836602,0.0,0.35714285714285715,3.142857142857143,0.9285714285714286,4.5,51.142857142857146,17.857142857142858,0.07936507936507936,0.061452513966480445,0.052,87.31410545290672,71.09870907923829,40.49009207446938,2536.0,32048.0,17641.0
2020-05-22,0.0,4.0,5.0,5.0,82.0,37.0,118.29652996845427,56.16575137294059,45.348903123405705,0.0,0.04878048780487805,0.13513513513513514,0.35714285714285715,3.357142857142857,1.2142857142857142,4.785714285714286,53.785714285714285,19.0,0.0746268656716418,0.06241699867197875,0.06390977443609022,92.94727354664262,71.09870907923829,41.29989391595877,2536.0,32048.0,17641.0
2020-05-23,0.0,3.0,0.0,5.0,50.0,20.0,78.86435331230284,56.16575137294059,39.68029023297999,0.0,0.06,0.0,0.35714285714285715,3.4285714285714284,1.0,5.0,56.214285714285715,19.5,0.07142857142857142,0.06099110546378653,0.05128205128205128,95.7638575935106,71.54446901076956,41.29989391595877,2536.0,32048.0,17641.0
2020-05-24,1.0,3.0,0.0,6.0,45.0,24.0,78.86435331230284,56.16575137294059,39.68029023297999,0.16666666666666666,0.06666666666666667,0.0,0.42857142857142855,3.5714285714285716,0.9285714285714286,5.428571428571429,58.0,20.357142857142858,0.07894736842105263,0.06157635467980296,0.0456140350877193,98.58044164037857,72.21310890806647,40.894992995214075,2536.0,32048.0,17641.0
2020-05-25,0.0,4.0,0.0,3.0,38.0,12.0,78.86435331230284,59.28607089365951,39.68029023297999,0.0,0.10526315789473684,0.0,0.35714285714285715,3.642857142857143,0.8571428571428571,5.5,59.357142857142854,20.785714285714285,0.06493506493506494,0.06137184115523466,0.041237113402061855,101.3970256872465,73.10462877112901,40.085191153724686,2536.0,32048.0,17641.0
2020-05-26,0.0,2.0,0.0,2.0,37.0,11.0,39.43217665615142,62.406390414378436,28.343064452128566,0.0,0.05405405405405406,0.0,0.35714285714285715,3.357142857142857,0.8571428571428571,5.071428571428571,56.285714285714285,20.642857142857142,0.07042253521126761,0.05964467005076143,0.04152249134948097,101.39702568724651,73.77326866842593,38.8704883914906,2536.0,32048.0,17641.0
2020-05-27,0.0,1.0,1.0,3.0,39.0,10.0,39.43217665615142,59.28607089365951,34.01167734255428,0.0,0.02564102564102564,0.1,0.2857142857142857,3.0714285714285716,0.7142857142857143,4.785714285714286,57.642857142857146,20.928571428571427,0.05970149253731343,0.05328376703841388,0.034129692832764506,98.58044164037855,73.55038870266029,36.84598378776713,2536.0,32048.0,17641.0
2020-05-28,0.0,1.0,0.0,4.0,50.0,16.0,39.43217665615142,56.16575137294059,34.01167734255428,0.0,0.02,0.0,0.2857142857142857,2.7857142857142856,0.6428571428571429,4.857142857142857,59.42857142857143,21.428571428571427,0.058823529411764705,0.04687499999999999,0.030000000000000006,95.7638575935106,72.4359888738321,35.22638010478836,2536.0,32048.0,17641.0
2020-05-29,0.0,2.0,0.0,8.0,35.0,15.0,39.43217665615142,49.925112331502746,5.668612890425713,0.0,0.05714285714285714,0.0,0.2857142857142857,2.4285714285714284,0.6428571428571429,4.285714285714286,53.42857142857143,18.285714285714285,0.06666666666666667,0.04545454545454545,0.03515625000000001,92.94727354664265,69.53854931887882,31.98717273883081,2536.0,32048.0,17641.0
2020-05-30,1.0,1.0,4.0,4.0,48.0,13.0,78.86435331230284,43.6844732900649,28.343064452128566,0.25,0.020833333333333332,0.3076923076923077,0.2857142857142857,2.2857142857142856,0.8571428571428571,4.285714285714286,53.357142857142854,18.214285714285715,0.06666666666666667,0.0428380187416332,0.04705882352941176,90.13068949977468,65.97246986662863,31.177370897341422,2536.0,32048.0,17641.0
2020-05-31,0.0,0.0,-2.0,1.0,33.0,20.0,39.43217665615142,34.32351472790814,17.00583867127714,0.0,0.0,-0.1,0.21428571428571427,2.0714285714285716,0.7142857142857143,4.071428571428571,54.142857142857146,18.857142857142858,0.05263157894736842,0.03825857519788918,0.03787878787878788,81.68093735917081,61.29199058555025,29.962668135107343,2536.0,32048.0,17641.0
2020-06-01,0.0,0.0,0.0,3.0,45.0,22.0,39.43217665615142,21.84223664503245,17.00583867127714,0.0,0.0,0.0,0.21428571428571427,1.8571428571428572,0.7142857142857143,4.0,54.714285714285715,19.428571428571427,0.05357142857142857,0.033942558746736295,0.03676470588235294,76.04776926543488,55.71999144140932,29.152866293617954,2536.0,32048.0,17641.0
2020-06-02,1.0,2.0,0.0,7.0,35.0,18.0,78.86435331230284,21.84223664503245,17.00583867127714,0.14285714285714285,0.05714285714285714,0.0,0.21428571428571427,1.9285714285714286,0.5714285714285714,4.428571428571429,54.92857142857143,19.857142857142858,0.04838709677419354,0.035110533159947985,0.028776978417266185,70.41460117169896,51.26239212609657,27.533262610639177,2536.0,32048.0,17641.0
2020-06-03,1.0,-1.0,1.0,4.0,58.0,18.0,118.29652996845427,15.601597603594609,17.00583867127714,0.25,-0.017241379310344827,0.05555555555555555,0.2857142857142857,1.7142857142857142,0.6428571428571429,4.071428571428571,53.42857142857143,18.714285714285715,0.07017543859649122,0.0320855614973262,0.03435114503816794,70.41460117169898,47.027672776549466,27.128361689894486,2536.0,32048.0,17641.0
2020-06-04,0.0,0.0,0.0,2.0,28.0,23.0,118.29652996845427,12.481278082875686,17.00583867127714,0.0,0.0,0.0,0.2857142857142857,1.5714285714285714,0.6428571428571429,4.071428571428571,44.5,18.5,0.07017543859649122,0.03531300160513644,0.03474903474903475,70.41460117169898,43.23871335853362,27.128361689894486,2536.0,32048.0,17641.0
2020-06-05,0.0,3.0,0.0,3.0,55.0,15.0,118.29652996845427,15.601597603594609,17.00583867127714,0.0,0.05454545454545454,0.0,0.2857142857142857,1.5,0.2857142857142857,3.9285714285714284,42.57142857142857,16.928571428571427,0.07272727272727272,0.035234899328859065,0.01687763713080169,70.41460117169898,40.34127380358034,25.103857086171015,2536.0,32048.0,17641.0
2020-06-06,0.0,1.0,1.0,2.0,66.0,24.0,78.86435331230284,15.601597603594609,0.0,0.0,0.015151515151515152,0.041666666666666664,0.2857142857142857,1.3571428571428572,0.35714285714285715,3.7142857142857144,43.714285714285715,17.214285714285715,0.07692307692307691,0.03104575163398693,0.02074688796680498,70.41460117169896,37.44383424862706,22.26955064095816,2536.0,32048.0,17641.0
2020-06-07,0.0,3.0,-1.0,3.0,70.0,21.0,78.86435331230284,24.962556165751373,5.668612890425713,0.0,0.04285714285714286,-0.047619047619047616,0.21428571428571427,1.3571428571428572,0.2857142857142857,3.5,45.5,17.0,0.061224489795918366,0.029827315541601257,0.01680672268907563,70.41460117169898,35.21503459097069,19.840145116489996,2536.0,32048.0,17641.0
