,zip,date,count,tested,7daypos100k,percentage,count_14day,tested_14day,percentage_14day,7daypos100k_14day,Unknown tested,Unknown count,Unknown percentage,<20 tested,<20 count,<20 percentage,20-29 tested,20-29 count,20-29 percentage,30-39 tested,30-39 count,30-39 percentage,40-49 tested,40-49 count,40-49 percentage,50-59 tested,50-59 count,50-59 percentage,60-69 tested,60-69 count,60-69 percentage,70-79 tested,70-79 count,70-79 percentage,80+ tested,80+ count,80+ percentage,Unknown tested_14day,Unknown count_14day,Unknown percentage_14day,<20 tested_14day,<20 count_14day,<20 percentage_14day,20-29 tested_14day,20-29 count_14day,20-29 percentage_14day,30-39 tested_14day,30-39 count_14day,30-39 percentage_14day,40-49 tested_14day,40-49 count_14day,40-49 percentage_14day,50-59 tested_14day,50-59 count_14day,50-59 percentage_14day,60-69 tested_14day,60-69 count_14day,60-69 percentage_14day,70-79 tested_14day,70-79 count_14day,70-79 percentage_14day,80+ tested_14day,80+ count_14day,80+ percentage_14day,population
35626,60301,2020-06-29,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,2536.0
35627,60302,2020-06-29,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,32048.0
35628,60304,2020-06-29,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,17641.0
36200,60301,2020-06-30,30.0,368.0,,0,,,0,,0.0,0.0,0,43.0,0.0,0,61.0,7.0,0,72.0,8.0,0,53.0,0.0,0,51.0,7.0,0,37.0,0.0,0,36.0,0.0,0,15.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,2536.0
36201,60302,2020-06-30,229.0,3989.0,,0,,,0,,0.0,0.0,0,262.0,9.0,0,465.0,30.0,0,581.0,31.0,0,588.0,41.0,0,630.0,38.0,0,569.0,28.0,0,490.0,24.0,0,404.0,28.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,32048.0
36202,60304,2020-06-30,86.0,1656.0,,0,,,0,,0.0,0.0,0,134.0,0.0,0,184.0,12.0,0,274.0,18.0,0,298.0,18.0,0,331.0,15.0,0,246.0,13.0,0,136.0,7.0,0,51.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,17641.0
36780,60301,2020-07-01,30.0,379.0,,0,,,0,,0.0,0.0,0,45.0,0.0,0,61.0,7.0,0,72.0,8.0,0,56.0,0.0,0,54.0,7.0,0,37.0,0.0,0,37.0,0.0,0,17.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,2536.0
36781,60302,2020-07-01,230.0,4076.0,,0,,,0,,0.0,0.0,0,270.0,9.0,0,481.0,30.0,0,597.0,31.0,0,602.0,41.0,0,645.0,38.0,0,577.0,28.0,0,498.0,25.0,0,406.0,28.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,32048.0
36782,60304,2020-07-01,86.0,1687.0,,0,,,0,,0.0,0.0,0,134.0,0.0,0,187.0,12.0,0,280.0,18.0,0,308.0,18.0,0,336.0,15.0,0,250.0,13.0,0,138.0,7.0,0,52.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,17641.0
37365,60301,2020-07-02,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,2536.0
37366,60302,2020-07-02,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,32048.0
37367,60304,2020-07-02,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,17641.0
37950,60301,2020-07-03,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,2536.0
37951,60302,2020-07-03,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,32048.0
37952,60304,2020-07-03,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,17641.0
38535,60301,2020-07-04,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,2536.0
38536,60302,2020-07-04,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,32048.0
38537,60304,2020-07-04,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,17641.0
39120,60301,2020-07-05,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,2536.0
39121,60302,2020-07-05,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,32048.0
39122,60304,2020-07-05,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,17641.0
39705,60301,2020-07-06,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,2536.0
39706,60302,2020-07-06,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,32048.0
39707,60304,2020-07-06,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,17641.0
40290,60301,2020-07-07,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,2536.0
40291,60302,2020-07-07,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,32048.0
40292,60304,2020-07-07,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,17641.0
40875,60301,2020-07-08,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,2536.0
40876,60302,2020-07-08,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,32048.0
40877,60304,2020-07-08,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,17641.0
41460,60301,2020-07-09,32.0,442.0,,0,,,0,,0.0,0.0,0,51.0,0.0,0,71.0,7.0,0,83.0,8.0,0,64.0,0.0,0,66.0,8.0,0,44.0,0.0,0,41.0,0.0,0,22.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,2536.0
41461,60302,2020-07-09,244.0,4755.0,,0,,,0,,0.0,0.0,0,352.0,14.0,0,575.0,31.0,0,701.0,34.0,0,705.0,44.0,0,756.0,38.0,0,671.0,29.0,0,561.0,26.0,0,434.0,28.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,32048.0
41462,60304,2020-07-09,87.0,2017.0,,0,,,0,,0.0,0.0,0,196.0,0.0,0,218.0,13.0,0,323.0,18.0,0,391.0,18.0,0,392.0,15.0,0,279.0,13.0,0,156.0,7.0,0,60.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,17641.0
42073,60301,2020-07-10,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,2536.0
42074,60302,2020-07-10,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,32048.0
42075,60304,2020-07-10,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,17641.0
42686,60301,2020-07-11,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,2536.0
42687,60302,2020-07-11,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,32048.0
42688,60304,2020-07-11,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,17641.0
43299,60301,2020-07-12,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,2536.0
43300,60302,2020-07-12,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,32048.0
43301,60304,2020-07-12,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,17641.0
43912,60301,2020-07-13,32.0,479.0,,0,,,0,,0.0,0.0,0,54.0,0.0,0,77.0,8.0,0,89.0,9.0,0,70.0,0.0,0,71.0,7.0,0,49.0,0.0,0,47.0,0.0,0,22.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,2536.0
43913,60302,2020-07-13,251.0,5241.0,,0,,,0,,0.0,0.0,0,423.0,17.0,0,645.0,32.0,0,758.0,35.0,0,780.0,44.0,0,837.0,39.0,0,729.0,30.0,0,607.0,26.0,0,461.0,28.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,32048.0
43914,60304,2020-07-13,91.0,2262.0,,0,,,0,,0.0,0.0,0,245.0,0.0,0,248.0,15.0,0,352.0,19.0,0,451.0,18.0,0,423.0,15.0,0,299.0,14.0,0,175.0,7.0,0,67.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,17641.0
44545,60301,2020-07-14,32.0,483.0,,0,,,0,,0.0,0.0,0,54.0,0.0,0,78.0,8.0,0,90.0,9.0,0,70.0,0.0,0,72.0,7.0,0,49.0,0.0,0,48.0,0.0,0,22.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,2536.0
44546,60302,2020-07-14,251.0,5284.0,,0,,,0,,0.0,0.0,0,427.0,17.0,0,651.0,32.0,0,768.0,35.0,0,780.0,44.0,0,847.0,39.0,0,735.0,30.0,0,612.0,26.0,0,463.0,28.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,32048.0
44547,60304,2020-07-14,91.0,2284.0,,0,,,0,,0.0,0.0,0,252.0,0.0,0,249.0,15.0,0,354.0,19.0,0,456.0,18.0,0,426.0,15.0,0,302.0,14.0,0,176.0,7.0,0,67.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,17641.0
45179,60301,2020-07-15,33.0,488.0,,0,,,0,,0.0,0.0,0,54.0,0.0,0,78.0,8.0,0,90.0,10.0,0,73.0,0.0,0,73.0,7.0,0,49.0,0.0,0,46.0,0.0,0,25.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,2536.0
45180,60302,2020-07-15,251.0,5397.0,,0,,,0,,0.0,0.0,0,440.0,17.0,0,664.0,32.0,0,783.0,35.0,0,799.0,44.0,0,869.0,39.0,0,755.0,30.0,0,618.0,26.0,0,468.0,28.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,32048.0
45181,60304,2020-07-15,92.0,2346.0,,0,,,0,,0.0,0.0,0,261.0,0.0,0,259.0,15.0,0,360.0,19.0,0,469.0,18.0,0,437.0,15.0,0,307.0,14.0,0,181.0,7.0,0,70.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,17641.0
45822,60301,2020-07-16,35.0,500.0,,0,,,0,,0.0,0.0,0,54.0,0.0,0,79.0,9.0,0,92.0,10.0,0,77.0,0.0,0,77.0,7.0,0,50.0,0.0,0,46.0,0.0,0,25.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,2536.0
45823,60302,2020-07-16,256.0,5507.0,,0,,,0,,0.0,0.0,0,456.0,17.0,0,677.0,32.0,0,810.0,35.0,0,809.0,46.0,0,889.0,40.0,0,764.0,30.0,0,629.0,26.0,0,472.0,30.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,32048.0
45824,60304,2020-07-16,92.0,2414.0,,0,,,0,,0.0,0.0,0,273.0,0.0,0,268.0,15.0,0,367.0,19.0,0,478.0,18.0,0,451.0,15.0,0,317.0,14.0,0,183.0,7.0,0,75.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,17641.0
46468,60301,2020-07-17,36.0,505.0,,0,,,0,,0.0,0.0,0,54.0,0.0,0,80.0,9.0,0,94.0,11.0,0,77.0,0.0,0,77.0,7.0,0,51.0,0.0,0,47.0,0.0,0,25.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,2536.0
46469,60302,2020-07-17,256.0,5629.0,,0,,,0,,0.0,0.0,0,482.0,17.0,0,686.0,32.0,0,826.0,35.0,0,834.0,46.0,0,910.0,40.0,0,775.0,30.0,0,636.0,26.0,0,479.0,30.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,32048.0
46470,60304,2020-07-17,93.0,2467.0,,0,,,0,,0.0,0.0,0,285.0,0.0,0,272.0,15.0,0,373.0,19.0,0,487.0,18.0,0,461.0,15.0,0,324.0,14.0,0,188.0,7.0,0,75.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,17641.0
47117,60301,2020-07-18,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,2536.0
47118,60302,2020-07-18,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,32048.0
47119,60304,2020-07-18,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,17641.0
47766,60301,2020-07-19,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,2536.0
47767,60302,2020-07-19,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,32048.0
47768,60304,2020-07-19,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,17641.0
48415,60301,2020-07-20,37.0,537.0,,0,,,0,,0.0,0.0,0,56.0,0.0,0,86.0,11.0,0,102.0,10.0,0,80.0,0.0,0,81.0,7.0,0,57.0,0.0,0,50.0,0.0,0,25.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,2536.0
48416,60302,2020-07-20,267.0,6001.0,,0,,,0,,0.0,0.0,0,542.0,19.0,0,747.0,38.0,0,875.0,36.0,0,888.0,47.0,0,970.0,41.0,0,814.0,30.0,0,661.0,26.0,0,503.0,30.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,32048.0
48417,60304,2020-07-20,96.0,2659.0,,0,,,0,,0.0,0.0,0,325.0,0.0,0,301.0,16.0,0,405.0,20.0,0,524.0,18.0,0,490.0,16.0,0,341.0,14.0,0,195.0,7.0,0,76.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,17641.0
49081,60301,2020-07-21,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,2536.0
49082,60302,2020-07-21,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,32048.0
49083,60304,2020-07-21,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,17641.0
49747,60301,2020-07-22,37.0,546.0,,0,,,0,,0.0,0.0,0,57.0,0.0,0,87.0,11.0,0,105.0,10.0,0,81.0,0.0,0,82.0,7.0,0,59.0,0.0,0,50.0,0.0,0,25.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,2536.0
49748,60302,2020-07-22,274.0,6168.0,,0,,,0,,0.0,0.0,0,570.0,19.0,0,773.0,39.0,0,893.0,38.0,0,921.0,49.0,0,996.0,42.0,0,829.0,31.0,0,678.0,26.0,0,507.0,30.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,32048.0
49749,60304,2020-07-22,99.0,2775.0,,0,,,0,,0.0,0.0,0,353.0,0.0,0,308.0,17.0,0,427.0,22.0,0,550.0,18.0,0,508.0,16.0,0,350.0,14.0,0,200.0,7.0,0,77.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,17641.0
50430,60301,2020-07-23,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,2536.0
50431,60302,2020-07-23,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,32048.0
50432,60304,2020-07-23,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,17641.0
51114,60301,2020-07-24,37.0,559.0,,0,,,0,,0.0,0.0,0,57.0,0.0,0,91.0,11.0,0,107.0,10.0,0,84.0,0.0,0,84.0,7.0,0,60.0,0.0,0,51.0,0.0,0,25.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,2536.0
51115,60302,2020-07-24,279.0,6427.0,,0,,,0,,0.0,0.0,0,611.0,19.0,0,804.0,39.0,0,933.0,41.0,0,968.0,50.0,0,1030.0,42.0,0,858.0,32.0,0,704.0,26.0,0,518.0,30.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,32048.0
51116,60304,2020-07-24,102.0,2915.0,,0,,,0,,0.0,0.0,0,387.0,6.0,0,320.0,18.0,0,449.0,22.0,0,573.0,19.0,0,531.0,16.0,0,367.0,14.0,0,206.0,7.0,0,80.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,17641.0
51812,60301,2020-07-25,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,2536.0
51813,60302,2020-07-25,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,32048.0
51814,60304,2020-07-25,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,17641.0
52510,60301,2020-07-26,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,2536.0
52511,60302,2020-07-26,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,32048.0
52512,60304,2020-07-26,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,17641.0
53208,60301,2020-07-27,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,2536.0
53209,60302,2020-07-27,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,32048.0
53210,60304,2020-07-27,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,17641.0
53906,60301,2020-07-28,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,2536.0
53907,60302,2020-07-28,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,32048.0
53908,60304,2020-07-28,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,17641.0
54604,60301,2020-07-29,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,2536.0
54605,60302,2020-07-29,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,32048.0
54606,60304,2020-07-29,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,17641.0
55303,60301,2020-07-30,38.0,599.0,,0,,,0,,0.0,0.0,0,59.0,0.0,0,98.0,12.0,0,119.0,10.0,0,91.0,0.0,0,86.0,7.0,0,65.0,0.0,0,56.0,0.0,0,25.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,2536.0
55304,60302,2020-07-30,302.0,7098.0,,0,,,0,,0.0,0.0,0,719.0,22.0,0,934.0,44.0,0,1014.0,45.0,0,1064.0,56.0,0,1124.0,43.0,0,935.0,35.0,0,758.0,26.0,0,549.0,31.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,32048.0
55305,60304,2020-07-30,106.0,3233.0,,0,,,0,,0.0,0.0,0,443.0,6.0,0,375.0,20.0,0,499.0,22.0,0,615.0,20.0,0,575.0,17.0,0,402.0,14.0,0,233.0,7.0,0,89.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,17641.0
56039,60301,2020-07-31,38.0,608.0,,0,,,0,,0.0,0.0,0,59.0,0.0,0,101.0,12.0,0,121.0,10.0,0,92.0,0.0,0,87.0,7.0,0,65.0,0.0,0,58.0,0.0,0,25.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,2536.0
56040,60302,2020-07-31,302.0,7239.0,,0,,,0,,0.0,0.0,0,744.0,22.0,0,955.0,44.0,0,1033.0,45.0,0,1087.0,56.0,0,1149.0,43.0,0,951.0,35.0,0,768.0,26.0,0,551.0,31.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,32048.0
56041,60304,2020-07-31,106.0,3297.0,,0,,,0,,0.0,0.0,0,457.0,6.0,0,382.0,20.0,0,510.0,22.0,0,638.0,20.0,0,581.0,17.0,0,401.0,14.0,0,237.0,7.0,0,89.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,17641.0
56782,60301,2020-08-01,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,2536.0
56783,60302,2020-08-01,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,32048.0
56784,60304,2020-08-01,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,17641.0
57525,60301,2020-08-02,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,2536.0
57526,60302,2020-08-02,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,32048.0
57527,60304,2020-08-02,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,17641.0
58268,60301,2020-08-03,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,2536.0
58269,60302,2020-08-03,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,32048.0
58270,60304,2020-08-03,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,17641.0
59011,60301,2020-08-04,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,2536.0
59012,60302,2020-08-04,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,32048.0
59013,60304,2020-08-04,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,17641.0
