date,region,cliAdmissions,testPositivity,positiveTests,totalTests
2020-11-14,North Suburban,43.0,16.2,887,6318
2020-11-15,North Suburban,44.0,16.0,728,4604
2020-11-16,North Suburban,46.0,15.7,785,6021
2020-11-17,North Suburban,45.0,15.4,839,5475
2020-11-18,North Suburban,44.0,15.4,986,6619
2020-11-19,North Suburban,40.0,14.2,747,6719
2020-11-20,North Suburban,42.0,13.9,991,7047
2020-11-21,North Suburban,41.0,14.0,684,4600
2020-11-22,North Suburban,41.0,13.5,518,4527
2020-11-23,North Suburban,39.0,13.1,781,7233
2020-11-24,North Suburban,38.0,12.7,765,6488
2020-11-25,North Suburban,38.0,12.3,821,6501
2020-11-26,North Suburban,37.0,12.8,743,5069
2020-11-27,North Suburban,37.0,12.8,808,5688
2020-11-28,North Suburban,38.0,12.7,484,3329
2020-11-29,North Suburban,37.0,12.8,591,4653
2020-11-30,North Suburban,36.0,12.7,875,8401
2020-12-01,North Suburban,34.0,12.8,688,5436
2020-12-02,North Suburban,34.0,12.8,650,5239
2020-12-03,North Suburban,32.0,12.5,811,6548
2020-12-04,North Suburban,30.0,12.3,714,5660
2020-12-05,North Suburban,29.0,12.2,623,4655
2020-12-06,North Suburban,29.0,12.4,701,4989
2020-12-07,North Suburban,30.0,12.6,758,6678
2020-12-08,North Suburban,31.0,12.4,599,5442
2020-12-09,North Suburban,30.0,12.0,601,5962
2020-12-10,North Suburban,32.0,11.9,602,5228
2020-12-11,North Suburban,31.0,11.5,612,6172
2020-12-12,North Suburban,32.0,11.2,332,3079
2020-12-13,North Suburban,35.0,11.2,802,5720
2020-12-14,North Suburban,35.0,11.1,658,6168
2020-12-15,North Suburban,35.0,10.8,489,5593
2020-12-16,North Suburban,33.0,10.8,488,4911
2020-12-17,North Suburban,33.0,10.8,764,6862
2020-12-18,North Suburban,33.0,10.8,536,5362
2020-12-19,North Suburban,33.0,10.9,501,4272
2020-12-20,North Suburban,33.0,9.7,336,5598
2020-12-21,North Suburban,30.0,9.3,462,5731
2020-12-22,North Suburban,30.0,9.4,454,4838
2020-12-23,North Suburban,30.0,9.3,623,6655
2020-12-24,North Suburban,28.0,8.8,529,6607
2020-12-25,North Suburban,26.0,8.7,278,2819
2020-12-26,North Suburban,28.0,8.5,319,3075
2020-12-27,North Suburban,27.0,8.8,272,3746
2020-12-28,North Suburban,27.0,9.0,427,4514
2020-12-29,North Suburban,26.0,9.1,478,4704
2020-12-30,North Suburban,25.0,9.2,593,5947
2020-12-31,North Suburban,26.0,9.6,577,5764
2021-01-01,North Suburban,26.0,9.9,423,3459
2021-01-02,North Suburban,25.0,9.8,314,3202
2021-01-03,North Suburban,26.0,10.4,349,2857
2021-01-04,North Suburban,26.0,10.5,517,4996
2021-01-05,North Suburban,29.0,10.5,452,4398
2021-01-06,North Suburban,28.0,10.7,727,6850
2021-01-07,North Suburban,28.0,10.4,590,6581
2021-01-08,North Suburban,29.0,10.0,544,6093
2021-01-09,North Suburban,27.0,10.0,395,4032
2021-01-10,North Suburban,25.0,9.8,365,3733
2021-01-11,North Suburban,25.0,9.7,615,6259
2021-01-12,North Suburban,24.0,9.5,303,3749
2021-01-13,North Suburban,26.0,8.9,564,7315
2021-01-14,North Suburban,26.0,8.8,467,5834
2021-01-15,North Suburban,25.0,8.7,447,5163
2021-01-16,North Suburban,25.0,8.4,419,5628
2021-01-17,North Suburban,25.0,8.3,317,3691
2021-01-18,North Suburban,23.0,8.1,381,4342
2021-01-19,North Suburban,22.0,8.0,374,5101
2021-01-20,North Suburban,21.0,8.0,377,4885
2021-01-21,North Suburban,22.0,7.5,385,7091
2021-01-22,North Suburban,21.0,7.3,383,5232
2021-01-23,North Suburban,21.0,7.2,314,4761
2021-01-24,North Suburban,20.0,7.2,402,4732
2021-01-25,North Suburban,19.0,7.1,296,3932
2021-01-26,North Suburban,18.0,7.0,307,4433
2021-01-27,North Suburban,20.0,6.7,277,5299
2021-01-28,North Suburban,18.0,6.6,351,6839
2021-01-29,North Suburban,18.0,6.4,306,5150
2021-01-30,North Suburban,18.0,6.3,238,4144
2021-01-31,North Suburban,19.0,6.2,280,3267
2021-02-01,North Suburban,20.0,6.1,248,3687
2021-02-02,North Suburban,21.0,6.0,311,5092
2021-02-03,North Suburban,19.0,5.9,292,5958
2021-02-04,North Suburban,17.0,5.9,302,6322
2021-02-05,North Suburban,19.0,5.8,261,4939
2021-02-06,North Suburban,18.0,5.7,239,4500
2021-02-07,North Suburban,18.0,5.5,187,2768
2021-02-08,North Suburban,15.0,5.3,175,3531
2021-02-09,North Suburban,14.0,5.0,211,5074
2021-02-10,North Suburban,14.0,4.8,239,6663
2021-02-11,North Suburban,15.0,4.7,247,5995
2021-02-12,North Suburban,13.0,4.5,195,4387
2021-02-13,North Suburban,12.0,4.4,172,3977
2021-02-14,North Suburban,12.0,4.3,173,2976
2021-02-15,North Suburban,14.0,4.3,142,3324
2021-02-16,North Suburban,13.0,4.4,175,3273
2021-02-17,North Suburban,12.0,4.4,170,4761
2021-02-18,North Suburban,12.0,4.2,171,6112
2021-02-19,North Suburban,11.0,4.1,157,4189
2021-02-20,North Suburban,11.0,4.0,167,3928
2021-02-21,North Suburban,10.0,3.9,111,2276
2021-02-22,North Suburban,8.0,3.8,140,3935
2021-02-23,North Suburban,8.0,3.7,169,4353
2021-02-24,North Suburban,9.0,3.6,169,5432
2021-02-25,North Suburban,8.0,3.6,157,5958
2021-02-26,North Suburban,8.0,3.5,176,5346
2021-02-27,North Suburban,8.0,3.4,136,3492
2021-02-28,North Suburban,8.0,3.4,121,2689
2021-03-01,North Suburban,9.0,3.5,170,4338
2021-03-02,North Suburban,8.0,3.6,236,5015
2021-03-03,North Suburban,8.0,3.6,128,4649
2021-03-04,North Suburban,8.0,3.4,148,7434
2021-03-05,North Suburban,7.0,3.4,139,4125
2021-03-06,North Suburban,7.0,3.4,152,3527
2021-03-07,North Suburban,7.0,3.5,106,2147
2021-03-08,North Suburban,8.0,3.3,108,3623
2021-03-09,North Suburban,7.0,3.0,126,4677
2021-03-10,North Suburban,7.0,3.0,159,5686
2021-03-11,North Suburban,7.0,3.1,142,6280
2021-03-12,North Suburban,7.0,3.2,157,4178
2021-03-13,North Suburban,7.0,3.1,135,3596
2021-03-14,North Suburban,7.0,3.0,78,1815
2021-03-15,North Suburban,6.0,3.1,146,4051
2021-03-16,North Suburban,7.0,3.2,155,4741
2021-03-17,North Suburban,7.0,3.1,152,6683
2021-03-18,North Suburban,7.0,3.0,158,8072
2021-03-19,North Suburban,7.0,2.8,150,6116
2021-03-20,North Suburban,7.0,2.7,138,5305
2021-03-21,North Suburban,8.0,2.6,76,2487
2021-03-22,North Suburban,7.0,2.5,96,3023
2021-03-23,North Suburban,7.0,2.9,241,3536
2021-03-24,North Suburban,9.0,3.0,146,4677
2021-03-25,North Suburban,9.0,3.3,141,4839
2021-03-26,North Suburban,10.0,3.7,181,3803
2021-03-27,North Suburban,10.0,4.0,166,3931
2021-03-28,North Suburban,10.0,4.1,113,2365
2021-03-29,North Suburban,10.0,4.2,152,3747
2021-03-30,North Suburban,11.0,3.7,174,5310
2021-03-31,North Suburban,10.0,3.5,174,7428
2021-04-01,North Suburban,10.0,3.5,199,6845
2021-04-02,North Suburban,10.0,3.4,209,5063
2021-04-03,North Suburban,10.0,3.5,176,3012
2021-04-04,North Suburban,11.0,3.6,149,2962
2021-04-05,North Suburban,12.0,3.7,218,4514
2021-04-06,North Suburban,13.0,3.9,221,4907
2021-04-07,North Suburban,14.0,4.1,265,7453
2021-04-08,North Suburban,14.0,4.4,294,7213
2021-04-09,North Suburban,14.0,4.4,238,5262
2021-04-10,North Suburban,15.0,4.5,226,3421
2021-04-11,North Suburban,16.0,4.7,231,3441
2021-04-12,North Suburban,16.0,4.4,216,6723
2021-04-13,North Suburban,15.0,4.4,226,5248
2021-04-14,North Suburban,15.0,4.4,250,6730
2021-04-15,North Suburban,14.0,4.4,256,6293
2021-04-16,North Suburban,15.0,4.3,220,5820
2021-04-17,North Suburban,16.0,4.3,222,3687
2021-04-18,North Suburban,15.0,4.2,176,2859
2021-04-19,North Suburban,15.0,4.2,209,6345
2021-04-20,North Suburban,16.0,4.2,247,5949
2021-04-21,North Suburban,16.0,4.2,254,6816
2021-04-22,North Suburban,17.0,4.1,279,8115
2021-04-23,North Suburban,16.0,4.1,263,6496
2021-04-24,North Suburban,15.0,4.1,187,3093
2021-04-25,North Suburban,14.0,4.1,229,4028
2021-04-26,North Suburban,16.0,4.0,201,6747
2021-04-27,North Suburban,14.0,3.9,213,5883
2021-04-28,North Suburban,14.0,3.8,222,7352
2021-04-29,North Suburban,12.0,3.7,228,7685
2021-04-30,North Suburban,12.0,3.7,230,6160
2021-05-01,North Suburban,12.0,3.6,226,4845
2021-05-02,North Suburban,14.0,3.6,172,2781
2021-05-03,North Suburban,13.0,3.7,162,4799
2021-05-04,North Suburban,15.0,3.6,181,5549
2021-05-05,North Suburban,16.0,3.6,189,6794
2021-05-06,North Suburban,16.0,3.5,190,7799
2021-05-07,North Suburban,16.0,3.4,175,5241
2021-05-08,North Suburban,17.0,3.2,157,4859
2021-05-09,North Suburban,15.0,3.1,114,3174
2021-05-10,North Suburban,15.0,3.0,138,4515
2021-05-11,North Suburban,12.0,2.9,123,5314
2021-05-12,North Suburban,11.0,2.8,157,6888
2021-05-13,North Suburban,10.0,2.8,151,6010
2021-05-14,North Suburban,9.0,2.6,120,6429
2021-05-15,North Suburban,8.0,2.6,140,4327
2021-05-16,North Suburban,7.0,2.6,118,2986
2021-05-17,North Suburban,7.0,2.4,82,5230
2021-05-18,North Suburban,8.0,2.3,92,5416
2021-05-19,North Suburban,8.0,2.2,112,6405
2021-05-20,North Suburban,8.0,2.3,193,6295
2021-05-21,North Suburban,9.0,2.3,97,5203
2021-05-22,North Suburban,10.0,2.2,90,3527
2021-05-23,North Suburban,10.0,2.1,76,2473
2021-05-24,North Suburban,10.0,2.2,76,4086
2021-05-25,North Suburban,9.0,2.2,77,4221
2021-05-26,North Suburban,9.0,2.3,87,4909
2021-05-27,North Suburban,9.0,2.0,75,5174
2021-05-28,North Suburban,8.0,1.9,70,4139
2021-05-29,North Suburban,8.0,1.9,57,2581
2021-05-30,North Suburban,7.0,1.9,56,1803
2021-05-31,North Suburban,6.0,1.8,47,2683
2021-06-01,North Suburban,7.0,1.8,37,2547
2021-06-02,North Suburban,7.0,1.7,38,3328
2021-06-03,North Suburban,7.0,1.6,64,5791
2021-06-04,North Suburban,6.0,1.6,50,2847
2021-06-05,North Suburban,6.0,1.5,29,2200
2021-06-06,North Suburban,6.0,1.3,35,2939
2021-06-07,North Suburban,6.0,1.3,24,2210
2021-06-08,North Suburban,5.0,1.2,32,2590
2021-06-09,North Suburban,5.0,1.2,23,2511
2021-06-10,North Suburban,5.0,1.3,40,2600
2021-06-11,North Suburban,5.0,1.1,17,2352
2021-06-12,North Suburban,5.0,1.2,31,1998
2021-06-13,North Suburban,5.0,1.2,24,2001
2021-06-14,North Suburban,5.0,1.1,15,2066
2021-06-15,North Suburban,5.0,1.1,18,2089
2021-06-16,North Suburban,5.0,1.0,8,2188
2021-06-17,North Suburban,5.0,0.9,25,2364
2021-06-18,North Suburban,4.0,0.9,20,2250
2021-06-19,North Suburban,4.0,1.0,33,1958
2021-06-20,North Suburban,3.0,0.9,17,1592
2021-06-21,North Suburban,3.0,0.9,16,2413
2021-06-22,North Suburban,2.0,0.9,16,2248
2021-06-23,North Suburban,2.0,1.0,19,2356
2021-06-24,North Suburban,3.0,0.9,17,2743
2021-06-25,North Suburban,3.0,0.9,17,1907
2021-06-26,North Suburban,3.0,0.8,14,1598
2021-06-27,North Suburban,3.0,0.7,3,469
2021-06-28,North Suburban,3.0,0.9,37,2993
2021-06-29,North Suburban,3.0,0.8,12,2065
2021-06-30,North Suburban,3.0,0.8,15,1967
2021-07-01,North Suburban,3.0,0.9,23,2346
2021-07-02,North Suburban,2.0,1.0,27,2062
2021-07-03,North Suburban,3.0,1.0,6,525
2021-07-04,North Suburban,3.0,1.0,5,287
2021-07-05,North Suburban,4.0,1.1,47,2824
2021-07-06,North Suburban,4.0,1.2,20,1870
2021-07-07,North Suburban,4.0,1.3,35,2340
2021-07-08,North Suburban,4.0,1.4,28,2046
2021-07-09,North Suburban,4.0,1.3,22,2373
2021-07-10,North Suburban,4.0,1.4,28,1736
2021-07-11,North Suburban,4.0,1.5,32,1230
2021-07-12,North Suburban,4.0,1.4,29,2129
2021-07-13,North Suburban,4.0,1.6,48,1989
2021-07-14,North Suburban,4.0,1.6,33,2414
2021-07-15,North Suburban,4.0,1.7,42,2018
2021-07-16,North Suburban,4.0,1.9,51,2109
2021-07-17,North Suburban,4.0,2.0,52,2177
2021-07-18,North Suburban,5.0,2.1,51,1702
2021-07-19,North Suburban,4.0,2.2,35,1564
2021-07-20,North Suburban,4.0,2.2,49,2138
2021-07-21,North Suburban,5.0,2.4,75,3276
2021-07-22,North Suburban,5.0,2.6,83,2234
2021-07-23,North Suburban,5.0,2.8,98,2816
2021-07-24,North Suburban,5.0,3.1,104,2279
2021-07-25,North Suburban,5.0,3.1,60,1702
2021-07-26,North Suburban,6.0,3.3,82,2144
2021-07-27,North Suburban,7.0,3.6,102,2364
2021-07-28,North Suburban,6.0,4.1,128,2564
2021-07-29,North Suburban,7.0,4.4,175,3347
2021-07-30,North Suburban,8.0,4.6,142,2826
2021-07-31,North Suburban,9.0,4.8,150,2668
2021-08-01,North Suburban,9.0,5.0,128,2330
2021-08-02,North Suburban,9.0,5.2,165,2837
2021-08-03,North Suburban,9.0,5.4,189,3246
2021-08-04,North Suburban,10.0,5.4,178,3484
2021-08-05,North Suburban,11.0,5.3,193,4189
2021-08-06,North Suburban,12.0,5.5,201,3327
2021-08-07,North Suburban,11.0,5.6,208,2978
2021-08-08,North Suburban,12.0,5.7,173,2935
2021-08-09,North Suburban,13.0,5.7,183,3156
2021-08-10,North Suburban,13.0,5.8,231,3551
2021-08-11,North Suburban,13.0,5.9,252,4185
2021-08-12,North Suburban,13.0,6.2,244,4019
2021-08-13,North Suburban,13.0,6.2,196,3193
2021-08-14,North Suburban,14.0,6.1,236,3649
2021-08-15,North Suburban,13.0,6.2,185,2773
2021-08-16,North Suburban,13.0,6.4,225,3086
2021-08-17,North Suburban,15.0,6.3,219,3738
2021-08-18,North Suburban,17.0,6.2,233,4479
2021-08-19,North Suburban,17.0,6.2,277,4621
2021-08-20,North Suburban,17.0,6.0,230,4280
2021-08-21,North Suburban,18.0,5.9,219,3902
2020-06-11,Suburban Cook,10.0,7.3,271,5204
2020-06-12,Suburban Cook,15.0,6.6,234,4265
2020-06-13,Suburban Cook,18.0,6.3,271,4683
2020-06-14,Suburban Cook,20.0,6.1,237,4357
2020-06-15,Suburban Cook,24.0,5.7,195,3825
2020-06-16,Suburban Cook,30.0,5.5,307,6165
2020-06-17,Suburban Cook,28.0,5.3,225,4620
2020-06-18,Suburban Cook,26.0,5.2,220,4503
2020-06-19,Suburban Cook,25.0,5.3,311,5020
2020-06-20,Suburban Cook,25.0,5.3,277,4873
2020-06-21,Suburban Cook,25.0,5.3,196,3860
2020-06-22,Suburban Cook,25.0,5.4,219,3624
2020-06-23,Suburban Cook,22.0,5.4,241,4860
2020-06-24,Suburban Cook,21.0,5.2,228,5532
2020-06-25,Suburban Cook,22.0,5.3,311,6072
2020-06-26,Suburban Cook,21.0,4.9,251,6451
2020-06-27,Suburban Cook,21.0,4.8,196,4053
2020-06-28,Suburban Cook,21.0,4.6,181,4960
2020-06-29,Suburban Cook,21.0,4.6,283,5097
2020-06-30,Suburban Cook,22.0,4.5,288,6624
2020-07-01,Suburban Cook,23.0,4.5,255,6078
2020-07-02,Suburban Cook,23.0,4.4,289,6532
2020-07-03,Suburban Cook,22.0,4.4,235,6259
2020-07-04,Suburban Cook,22.0,4.3,258,5684
2020-07-05,Suburban Cook,23.0,4.4,136,3655
2020-07-06,Suburban Cook,23.0,4.2,191,4853
2020-07-07,Suburban Cook,25.0,3.9,211,6856
2020-07-08,Suburban Cook,25.0,4.1,344,6766
2020-07-09,Suburban Cook,25.0,4.1,328,7423
2020-07-10,Suburban Cook,26.0,4.4,321,5682
2020-07-11,Suburban Cook,27.0,4.3,327,8351
2020-07-12,Suburban Cook,26.0,4.3,230,5931
2020-07-13,Suburban Cook,25.0,4.3,204,4429
2020-07-14,Suburban Cook,25.0,4.5,302,6813
2020-07-15,Suburban Cook,24.0,4.4,352,8021
2020-07-16,Suburban Cook,25.0,4.4,286,6595
2020-07-17,Suburban Cook,24.0,4.4,402,7185
2020-07-18,Suburban Cook,22.0,4.6,323,6176
2020-07-19,Suburban Cook,24.0,4.8,305,6024
2020-07-20,Suburban Cook,26.0,4.9,328,6107
2020-07-21,Suburban Cook,25.0,5.0,355,6796
2020-07-22,Suburban Cook,25.0,5.2,368,7035
2020-07-23,Suburban Cook,24.0,5.3,429,7962
2020-07-24,Suburban Cook,25.0,5.4,409,6809
2020-07-25,Suburban Cook,27.0,5.4,390,6931
2020-07-26,Suburban Cook,25.0,5.5,299,4921
2020-07-27,Suburban Cook,24.0,5.6,257,4562
2020-07-28,Suburban Cook,23.0,5.7,312,5318
2020-07-29,Suburban Cook,26.0,5.6,367,7153
2020-07-30,Suburban Cook,26.0,5.7,495,8518
2020-07-31,Suburban Cook,26.0,5.8,429,6293
2020-08-01,Suburban Cook,27.0,5.8,359,6442
2020-08-02,Suburban Cook,28.0,5.7,226,4416
2020-08-03,Suburban Cook,29.0,5.7,389,7245
2020-08-04,Suburban Cook,30.0,5.7,439,7334
2020-08-05,Suburban Cook,29.0,5.8,380,6838
2020-08-06,Suburban Cook,29.0,5.9,556,8520
2020-08-07,Suburban Cook,30.0,5.8,509,8387
2020-08-08,Suburban Cook,29.0,5.8,413,7601
2020-08-09,Suburban Cook,31.0,5.9,369,6258
2020-08-10,Suburban Cook,30.0,5.9,407,7079
2020-08-11,Suburban Cook,28.0,5.9,345,5587
2020-08-12,Suburban Cook,28.0,6.0,428,6962
2020-08-13,Suburban Cook,29.0,6.0,513,8008
2020-08-14,Suburban Cook,28.0,6.0,512,8603
2020-08-15,Suburban Cook,29.0,6.1,407,6487
2020-08-16,Suburban Cook,28.0,6.4,582,7524
2020-08-17,Suburban Cook,28.0,6.4,421,6825
2020-08-18,Suburban Cook,29.0,6.5,450,6485
2020-08-19,Suburban Cook,29.0,6.5,512,8233
2020-08-20,Suburban Cook,30.0,6.7,654,9009
2020-08-21,Suburban Cook,31.0,6.7,561,9237
2020-08-22,Suburban Cook,29.0,6.8,596,8015
2020-08-23,Suburban Cook,30.0,6.8,467,6342
2020-08-24,Suburban Cook,31.0,6.7,319,5702
2020-08-25,Suburban Cook,31.0,6.7,543,7736
2020-08-26,Suburban Cook,32.0,6.9,428,5387
2020-08-27,Suburban Cook,32.0,6.8,462,6949
2020-08-28,Suburban Cook,32.0,6.9,456,7224
2020-08-29,Suburban Cook,33.0,6.7,612,9727
2020-08-30,Suburban Cook,30.0,6.6,358,5327
2020-08-31,Suburban Cook,30.0,6.9,330,3899
2020-09-01,Suburban Cook,29.0,6.9,388,5285
2020-09-02,Suburban Cook,28.0,6.7,352,5893
2020-09-03,Suburban Cook,26.0,5.9,951,20764
2020-09-04,Suburban Cook,26.0,6.1,742,10617
2020-09-05,Suburban Cook,26.0,6.1,449,6809
2020-09-06,Suburban Cook,24.0,6.2,330,4064
2020-09-07,Suburban Cook,25.0,6.2,436,5842
2020-09-08,Suburban Cook,26.0,6.0,288,5278
2020-09-09,Suburban Cook,25.0,5.8,310,6903
2020-09-10,Suburban Cook,24.0,6.3,432,8268
2020-09-11,Suburban Cook,25.0,6.0,466,8077
2020-09-12,Suburban Cook,25.0,5.8,405,7889
2020-09-13,Suburban Cook,25.0,5.5,311,5978
2020-09-14,Suburban Cook,26.0,5.3,297,5103
2020-09-15,Suburban Cook,26.0,5.2,386,7888
2020-09-16,Suburban Cook,26.0,5.3,437,8002
2020-09-17,Suburban Cook,26.0,5.3,393,8188
2020-09-18,Suburban Cook,25.0,4.6,645,19380
2020-09-19,Suburban Cook,24.0,4.6,415,7587
2020-09-20,Suburban Cook,23.0,4.7,287,5247
2020-09-21,Suburban Cook,23.0,4.6,274,5850
2020-09-22,Suburban Cook,22.0,4.5,260,5720
2020-09-23,Suburban Cook,23.0,4.4,468,9646
2020-09-24,Suburban Cook,23.0,4.5,535,11163
2020-09-25,Suburban Cook,23.0,5.1,578,10344
2020-09-26,Suburban Cook,24.0,5.1,431,7407
2020-09-27,Suburban Cook,26.0,5.1,420,7718
2020-09-28,Suburban Cook,23.0,5.1,304,6669
2020-09-29,Suburban Cook,23.0,5.2,440,7812
2020-09-30,Suburban Cook,24.0,5.1,370,9334
2020-10-01,Suburban Cook,24.0,5.2,570,10996
2020-10-02,Suburban Cook,23.0,4.9,534,12536
2020-10-03,Suburban Cook,25.0,4.8,428,9008
2020-10-04,Suburban Cook,26.0,4.8,379,6731
2020-10-05,Suburban Cook,28.0,4.9,365,6227
2020-10-06,Suburban Cook,31.0,5.0,505,8374
2020-10-07,Suburban Cook,31.0,5.3,656,11491
2020-10-08,Suburban Cook,31.0,5.2,560,11159
2020-10-09,Suburban Cook,33.0,5.5,669,11711
2020-10-10,Suburban Cook,32.0,5.6,598,10493
2020-10-11,Suburban Cook,34.0,5.9,623,8414
2020-10-12,Suburban Cook,33.0,6.2,759,9151
2020-10-13,Suburban Cook,31.0,6.3,588,8015
2020-10-14,Suburban Cook,32.0,6.5,627,9626
2020-10-15,Suburban Cook,34.0,6.8,1016,14637
2020-10-16,Suburban Cook,34.0,6.8,944,15041
2020-10-17,Suburban Cook,33.0,7.1,1087,14725
2020-10-18,Suburban Cook,36.0,7.2,743,8791
2020-10-19,Suburban Cook,38.0,7.2,809,9523
2020-10-20,Suburban Cook,42.0,7.3,849,10442
2020-10-21,Suburban Cook,47.0,7.5,1040,13171
2020-10-22,Suburban Cook,49.0,7.7,945,11895
2020-10-23,Suburban Cook,50.0,7.7,969,15414
2020-10-24,Suburban Cook,54.0,8.0,1237,13528
2020-10-25,Suburban Cook,55.0,8.0,957,10640
2020-10-26,Suburban Cook,59.0,8.3,1022,9741
2020-10-27,Suburban Cook,59.0,8.6,1161,10541
2020-10-28,Suburban Cook,62.0,9.1,1437,13554
2020-10-29,Suburban Cook,66.0,9.3,1440,15115
2020-10-30,Suburban Cook,65.0,10.1,1861,17071
2020-10-31,Suburban Cook,67.0,10.5,1811,15800
2020-11-01,Suburban Cook,69.0,10.9,1470,11361
2020-11-02,Suburban Cook,77.0,11.1,1635,13575
2020-11-03,Suburban Cook,81.0,11.3,1445,11965
2020-11-04,Suburban Cook,84.0,11.6,1843,14481
2020-11-05,Suburban Cook,87.0,12.1,1932,15237
2020-11-06,Suburban Cook,92.0,12.2,2109,18087
2020-11-07,Suburban Cook,98.0,12.9,2631,16822
2020-11-08,Suburban Cook,101.0,13.2,1852,12072
2020-11-09,Suburban Cook,102.0,13.7,2535,15847
2020-11-10,Suburban Cook,106.0,14.4,2556,14452
2020-11-11,Suburban Cook,108.0,14.8,2650,17320
2020-11-12,Suburban Cook,110.0,15.6,3089,17377
2020-11-13,Suburban Cook,108.0,15.9,3044,21207
2020-11-14,Suburban Cook,111.0,15.9,2506,16139
2020-11-15,Suburban Cook,114.0,16.0,2456,15547
2020-11-16,Suburban Cook,120.0,15.7,2285,16031
2020-11-17,Suburban Cook,121.0,15.5,2614,16997
2020-11-18,Suburban Cook,120.0,15.6,3297,20359
2020-11-19,Suburban Cook,117.0,14.9,2487,18971
2020-11-20,Suburban Cook,118.0,15.0,2759,18951
2020-11-21,Suburban Cook,120.0,14.8,2128,14583
2020-11-22,Suburban Cook,118.0,14.4,2180,17267
2020-11-23,Suburban Cook,113.0,14.0,1911,17050
2020-11-24,Suburban Cook,109.0,13.3,2347,21007
2020-11-25,Suburban Cook,108.0,12.7,2103,17359
2020-11-26,Suburban Cook,100.0,12.8,2024,14206
2020-11-27,Suburban Cook,100.0,12.6,1750,13269
2020-11-28,Suburban Cook,98.0,12.4,1540,11822
2020-11-29,Suburban Cook,101.0,12.4,1580,12002
2020-11-30,Suburban Cook,98.0,12.3,2718,24624
2020-12-01,Suburban Cook,97.0,12.9,2180,14075
2020-12-02,Suburban Cook,95.0,12.7,1892,17411
2020-12-03,Suburban Cook,103.0,12.7,2549,18370
2020-12-04,Suburban Cook,100.0,12.8,2349,17790
2020-12-05,Suburban Cook,104.0,12.7,1891,14702
2020-12-06,Suburban Cook,105.0,12.8,2033,15465
2020-12-07,Suburban Cook,104.0,13.1,2028,16013
2020-12-08,Suburban Cook,103.0,12.7,1616,13091
2020-12-09,Suburban Cook,106.0,13.1,2609,19447
2020-12-10,Suburban Cook,105.0,13.0,1914,14678
2020-12-11,Suburban Cook,106.0,12.8,2306,19460
2020-12-12,Suburban Cook,107.0,12.6,1161,10543
2020-12-13,Suburban Cook,107.0,12.2,1799,16629
2020-12-14,Suburban Cook,108.0,12.2,1835,14515
2020-12-15,Suburban Cook,105.0,11.9,1563,15396
2020-12-16,Suburban Cook,98.0,11.5,1571,14636
2020-12-17,Suburban Cook,96.0,11.1,1806,17518
2020-12-18,Suburban Cook,92.0,10.9,1665,15129
2020-12-19,Suburban Cook,94.0,10.8,1317,13025
2020-12-20,Suburban Cook,96.0,10.3,1273,17074
2020-12-21,Suburban Cook,89.0,9.8,1481,15620
2020-12-22,Suburban Cook,95.0,9.8,1258,12489
2020-12-23,Suburban Cook,93.0,9.6,1646,17509
2020-12-24,Suburban Cook,89.0,9.3,1389,16761
2020-12-25,Suburban Cook,83.0,9.0,895,10256
2020-12-26,Suburban Cook,82.0,8.9,751,7999
2020-12-27,Suburban Cook,82.0,9.1,834,9980
2020-12-28,Suburban Cook,84.0,9.1,1171,12197
2020-12-29,Suburban Cook,81.0,9.1,1225,11849
2020-12-30,Suburban Cook,78.0,9.3,1524,15113
2020-12-31,Suburban Cook,75.0,9.5,1682,17600
2021-01-01,Suburban Cook,73.0,9.8,1239,11021
2021-01-02,Suburban Cook,78.0,9.9,856,8198
2021-01-03,Suburban Cook,77.0,10.0,910,9725
2021-01-04,Suburban Cook,76.0,10.4,1532,13098
2021-01-05,Suburban Cook,76.0,10.6,1484,12699
2021-01-06,Suburban Cook,76.0,10.4,1703,18439
2021-01-07,Suburban Cook,75.0,10.2,1638,18603
2021-01-08,Suburban Cook,77.0,10.0,1694,17385
2021-01-09,Suburban Cook,77.0,9.8,1210,13733
2021-01-10,Suburban Cook,77.0,9.8,1015,11430
2021-01-11,Suburban Cook,75.0,9.5,1538,15624
2021-01-12,Suburban Cook,76.0,9.3,972,10373
2021-01-13,Suburban Cook,75.0,9.0,1544,19967
2021-01-14,Suburban Cook,73.0,8.7,1297,17543
2021-01-15,Suburban Cook,72.0,8.6,1376,15574
2021-01-16,Suburban Cook,71.0,8.1,1098,18433
2021-01-17,Suburban Cook,69.0,8.0,921,11537
2021-01-18,Suburban Cook,69.0,7.9,939,9618
2021-01-19,Suburban Cook,67.0,7.7,966,12563
2021-01-20,Suburban Cook,65.0,7.6,982,14958
2021-01-21,Suburban Cook,64.0,7.2,1193,21190
2021-01-22,Suburban Cook,61.0,6.9,1180,16849
2021-01-23,Suburban Cook,57.0,7.0,996,15553
2021-01-24,Suburban Cook,57.0,6.9,969,14703
2021-01-25,Suburban Cook,55.0,6.8,842,9671
2021-01-26,Suburban Cook,54.0,6.7,733,10484
2021-01-27,Suburban Cook,52.0,6.6,820,13874
2021-01-28,Suburban Cook,50.0,6.4,913,19914
2021-01-29,Suburban Cook,47.0,6.1,883,16827
2021-01-30,Suburban Cook,47.0,5.8,694,14935
2021-01-31,Suburban Cook,44.0,5.7,683,11552
